key,name,ra,dec,ll,bb,sg_xx,sg_yy,sg_zz,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,velocity_gsr,velocity_lg,ref_vlos,distance,distance_em,distance_ep,distance_modulus,distance_modulus_em,distance_modulus_ep,distance_gc,distance_m31,distance_lg,distance_host,distance_measurement_method,ref_distance,M_V,M_V_em,M_V_ep,mass_stellar,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,mass_HI,mass_HI_ul,host,confirmed_real,confirmed_galaxy,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,rhalf,rhalf_em,rhalf_ep,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,surface_brightness_rhalf,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,ref_structure,ref_structure_king,ref_structure_sersic,metallicity,metallicity_em,metallicity_ep,metallicity_type,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,age,age_em,age_ep,ref_age
cetus_3,Cetus III,31.331,-4.27,163.8102406,-61.1332557,108.58,-212.7,-77.88,,,,,,,,1.3,2.6,2.6,,,,,21.57,70.63,Geha2026ApJ...999..140G,251.19,22.1,24.23,22.0,0.2,0.2,255.06,641.3,294.16,255.06,,Homma2024PASJ...76..733H,-3.45,0.43,0.49,3.61,,,,,,3.93,mw,0,0,18.55,0.43,0.49,Homma2024PASJ...76..733H,1.23,0.19,0.42,88.48,22.77,24.48,42.66,12.7,13.64,101.0,6.0,5.0,0.76,0.08,0.06,,28.27,,,,,,,,,,,,,,,,0.57,Putman2021ApJ...913...53P,Homma2018PASJ...70S..18H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phoenix_3,Phoenix III,26.711,-41.428,267.9925939,-71.733932,-23.43,-105.36,-39.15,,,,,,,,,,,,,,,,,,114.82,5.17,11.08,20.3,0.1,0.2,115.19,772.64,392.97,115.19,cmd,Tan2026ApJ..1000...46T,-1.2,1.1,0.7,2.71,,,,,,,mw,0,0,19.1,1.1,0.7,Tan2026ApJ..1000...46T,0.85,0.37,0.61,28.69,14.68,16.14,18.35,10.55,13.27,89.0,40.0,37.0,0.52,0.45,0.18,,28.69,,,,,,,,,,,,,,,,,,Tan2026ApJ..1000...46T,,,-2.18,,,isochrone,,,,,,,,,-2.18,,,Tan2026ApJ..1000...46T,,,,,,,,,11.8,,,Tan2026ApJ..1000...46T
sextans_2,Sextans II,156.437,-0.631,245.3263372,45.3223285,-27.29,98.24,-73.84,,,,,,,,,,,,,,,,,,125.89,11.08,12.15,20.5,0.2,0.2,128.51,860.96,477.38,128.51,,Homma2024PASJ...76..733H,-3.91,0.36,0.37,3.8,,,,,,,mw,1,0,16.59,0.36,0.37,Homma2024PASJ...76..733H,4.2,0.5,0.5,152.33,22.01,24.26,114.79,18.2,19.93,-17.0,9.0,9.0,0.43,0.08,0.07,,29.96,,,,,,,,,,,,,,,,,,Homma2024PASJ...76..733H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
virgo_1,Virgo I,180.038,-0.681,276.9419373,59.5776788,-35.15,81.46,-21.11,,,,,,,,,,,,,,,,,,91.2,8.02,8.8,19.8,0.2,0.2,91.07,846.51,460.2,91.07,,Homma2024PASJ...76..733H,-0.9,0.65,0.72,2.59,,,,,,2.95,mw,1,0,18.9,0.65,0.72,Homma2024PASJ...76..733H,1.76,0.4,0.49,45.98,12.05,12.89,28.87,8.93,9.65,62.0,13.0,8.0,0.59,0.14,0.12,,29.97,,,,,,,,,,,,,,,,0.45,Putman2021ApJ...913...53P,Homma2018PASJ...70S..18H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
virgo_2,Virgo II,225.059,5.909,4.0665335,52.754283,-30.07,53.81,38.06,,,,,,,,,,,,,,,,,,72.44,6.98,7.72,19.3,0.22,0.22,67.85,818.28,432.15,67.85,,Cerny2023ApJ...953....1C,-1.6,0.6,0.4,2.87,,,,,,,mw,1,0,17.7,0.6,0.4,Cerny2023ApJ...953....1C,0.74,0.11,0.13,15.4,2.85,3.1,15.4,2.85,3.1,,,,,,,0.3,27.91,,,,,,,,,,,,,,,,,,Cerny2023ApJ...953....1C,,,-1.9,,,isochrone,,,,,,,,,-1.9,,,Cerny2023ApJ...953....1C,,,,,,,,,,,,
virgo_3,Virgo III,186.348,4.441,286.4758772,66.4770084,-51.84,141.35,-15.55,,,,,,,,,,,,,,,,,,151.36,13.32,14.6,20.9,0.2,0.2,150.65,888.29,505.29,150.65,,Homma2024PASJ...76..733H,-2.69,0.56,0.45,3.31,,,,,,,mw,0,0,18.21,0.56,0.45,Homma2024PASJ...76..733H,1.0,0.2,0.2,43.42,9.22,9.98,35.86,8.71,9.28,-24.0,26.0,21.0,0.29,0.19,0.15,,28.65,,,,,,,,,,,,,,,,,,Homma2024PASJ...76..733H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andromeda_01,Andromeda I,11.41542,38.0375,121.6788576,-24.8201935,678.29,-344.84,153.52,,,,,,,,-376.3,2.2,2.2,10.2,1.9,1.9,,-196.01,-116.03,Tollerud2012ApJ...752...45T,776.25,17.67,18.08,24.45,0.05,0.05,780.15,44.39,389.41,44.39,,Savino2022ApJ...938..101S,-11.35,0.2,0.2,6.77,7.86,0.18,0.15,,,4.91,m_031,1,1,13.1,0.2,0.2,Martin2016ApJ...833..167M,3.9,0.1,0.1,879.76,29.78,30.62,746.65,29.79,30.01,30.0,4.0,4.0,0.28,0.03,0.03,,26.59,2.7,0.3,0.3,10.4,0.9,0.9,,,,,,,,,,0.57,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,McConnachie2006MNRAS.365.1263M,,-1.51,0.02,0.02,spectroscopic,-1.51,0.02,0.02,0.34,,,,Kirby2020AJ....159...46K,,,,,,,,,,,,,,,,
andromeda_02,Andromeda II,19.11167,33.43528,128.9048217,-29.1462599,576.03,-332.23,49.46,,,,,,,,-192.4,0.5,0.5,7.8,1.1,1.1,,-36.34,41.34,Ho2012ApJ...758..124H,666.81,15.18,15.53,24.12,0.05,0.05,671.3,169.24,293.27,169.24,,Savino2022ApJ...938..101S,-11.72,0.2,0.2,6.92,7.73,0.13,0.12,,,4.66,m_031,1,1,12.4,0.2,0.2,Martin2016ApJ...833..167M,5.3,0.1,0.1,1027.21,30.07,31.16,941.57,29.91,30.57,31.0,5.0,5.0,0.16,0.02,0.02,,26.72,5.2,0.2,0.2,22.0,1.0,1.0,,,,,,,,,,0.44,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,McConnachie2006MNRAS.365.1263M,,-1.47,0.01,0.01,spectroscopic,-1.47,0.006,0.006,,,,,Wojno2020ApJ...895...78W,,,,,,,,,,,,,,,,
andromeda_09,Andromeda IX,13.2225,43.19917,123.2129622,-19.6717852,640.46,-252.48,134.57,,,,,,,,-209.4,2.5,2.5,10.9,2.0,2.0,,-25.19,54.53,Tollerud2012ApJ...752...45T,701.46,19.12,19.65,24.23,0.06,0.06,705.68,82.46,314.32,82.46,,Savino2022ApJ...938..101S,-8.63,0.3,0.3,5.69,7.64,0.18,0.16,,,4.67,m_031,1,1,15.6,0.3,0.3,Martin2016ApJ...833..167M,2.0,0.2,0.3,406.24,51.38,52.5,393.4,52.2,52.02,41.0,65.0,65.0,0.0,0.0,0.16,,27.91,,,,,,,,,,,,,,,,0.4,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,-2.03,0.0,0.0,spectroscopic,-2.03,0.001,0.001,,,,,Wojno2020ApJ...895...78W,,,,,,,,,,,,,,,,
andromeda_10,Andromeda X,16.6475,44.8075,125.7565351,-17.9811311,587.85,-206.89,98.64,,,,,,,,-164.1,1.7,1.7,6.4,1.4,1.4,,15.9,94.86,Tollerud2012ApJ...752...45T,630.96,17.2,17.68,24.0,0.06,0.06,635.51,160.65,247.65,160.65,,Savino2022ApJ...938..101S,-7.3,0.3,0.3,5.15,6.81,0.26,0.22,,,4.48,m_031,1,1,16.7,0.3,0.3,Martin2016ApJ...833..167M,1.1,0.2,0.4,199.94,54.22,55.66,175.37,51.14,53.82,30.0,12.0,20.0,0.1,0.1,0.34,,27.49,,,,,,,,,,,,,,,,0.32,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,-2.27,0.03,0.03,spectroscopic,-2.27,0.03,0.03,0.47,,,,Kirby2020AJ....159...46K,,,,,,,,,,,,,,,,
andromeda_11,Andromeda XI,11.58208,33.80278,121.7176372,-29.0569203,632.66,-382.34,136.0,,,,,,,,-427.5,3.5,3.4,7.6,2.8,4.0,,-254.58,-175.13,Collins2013ApJ...768..172C,751.62,23.84,24.62,24.38,0.07,0.07,755.39,102.86,370.32,102.86,,Savino2022ApJ...938..101S,-6.38,0.4,0.4,4.79,6.72,0.55,0.38,,,4.68,m_031,1,1,18.0,0.4,0.4,Martin2016ApJ...833..167M,0.6,0.2,0.2,129.73,42.76,44.13,108.85,38.25,41.2,54.0,30.0,30.0,0.19,0.19,0.28,,27.37,,,,,,,,,,,,,,,,0.36,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andromeda_12,Andromeda XII,11.86792,34.37722,122.0008241,-28.487357,608.32,-358.69,128.5,,,,,,,,-557.1,1.7,1.7,,,,4.0,-383.76,-304.26,Collins2013ApJ...768..172C,717.79,22.77,26.94,24.28,0.07,0.08,721.61,107.74,335.85,107.74,,Savino2022ApJ...938..101S,-6.58,0.5,0.5,4.87,,,,6.54,,4.68,m_031,1,1,17.7,0.5,0.5,Martin2016ApJ...833..167M,1.8,0.7,1.2,377.62,181.14,196.12,223.49,128.14,160.85,16.0,36.0,12.0,0.61,0.48,0.16,,28.74,,,,,,,,,,,,,,,,0.39,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andromeda_13,Andromeda XIII,12.9625,33.00444,123.0315552,-29.8672279,689.23,-425.44,130.13,,,,,,,,-185.4,2.4,2.4,5.8,2.0,2.0,,-16.82,62.24,Tollerud2012ApJ...752...45T,820.35,26.02,26.88,24.57,0.07,0.07,824.22,125.68,440.19,125.68,,Savino2022ApJ...938..101S,-6.77,0.4,0.4,4.94,6.5,0.47,0.36,,,4.82,m_031,1,1,17.8,0.4,0.4,Martin2016ApJ...833..167M,0.8,0.3,0.4,189.3,79.73,83.79,113.27,53.85,60.87,-20.0,12.0,9.0,0.61,0.2,0.14,,27.07,,,,,,,,,,,,,,,,0.42,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andromeda_14,Andromeda XIV,12.89583,29.68972,122.9696579,-33.1820169,626.37,-438.02,113.3,,,,,,,,-480.6,1.2,1.2,5.3,1.0,1.0,,-318.28,-239.98,Tollerud2012ApJ...752...45T,772.68,21.06,21.65,24.44,0.06,0.06,776.41,158.1,400.49,158.1,,Savino2022ApJ...938..101S,-8.64,0.3,0.3,5.69,6.88,0.19,0.17,,,4.35,m_031,1,1,15.8,0.3,0.3,Martin2016ApJ...833..167M,1.5,0.2,0.2,335.49,45.11,46.03,296.31,48.14,47.89,-4.0,14.0,14.0,0.17,0.17,0.16,,27.29,,,,,,,,,,,,,,,,0.16,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,-2.23,0.01,0.01,spectroscopic,-2.23,0.01,0.01,,,,,Wojno2020ApJ...895...78W,,,,,,,,,,,,,,,,
andromeda_15,Andromeda XV,18.57625,38.11972,127.8736636,-24.5325122,671.3,-321.12,77.41,,,,,,,,-323.0,1.4,1.4,4.0,1.4,1.4,,-157.07,-78.57,Tollerud2012ApJ...752...45T,748.17,17.03,17.43,24.37,0.05,0.05,752.74,95.1,365.76,95.1,,Savino2022ApJ...938..101S,-8.37,0.3,0.3,5.58,6.56,0.38,0.27,,,4.77,m_031,1,1,16.0,0.3,0.3,Martin2016ApJ...833..167M,1.3,0.1,0.1,282.09,22.24,22.91,245.39,25.53,24.92,38.0,15.0,15.0,0.24,0.1,0.1,,27.15,,,,,,,,,,,,,,,,0.45,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,-1.43,0.42,0.42,spectroscopic,-1.43,0.42,0.42,,,,,Wojno2020ApJ...895...78W,,,,,,,,,,,,,,,,
andromeda_16,Andromeda XVI,14.87625,32.376111,124.9079905,-30.4646825,435.64,-271.43,66.8,,,,,,,,-367.3,2.8,2.8,3.8,2.9,2.9,,-204.0,-125.47,Tollerud2012ApJ...752...45T,517.61,18.72,19.42,23.57,0.08,0.08,521.66,279.13,149.27,279.13,,MartinezVazquez2017ApJ...850..137M,-7.47,0.3,0.3,5.22,6.23,0.94,0.5,,,4.37,m_031,1,1,16.1,0.3,0.3,Martin2016ApJ...833..167M,1.0,0.1,0.1,149.88,15.61,16.29,126.3,15.21,15.08,98.0,9.0,9.0,0.29,0.08,0.08,,26.61,,,,,,,,,,,,,,,,0.37,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,-2.17,0.05,0.05,photometric,,,,,,,,,,,,,-2.17,0.05,0.05,0.33,0.07,0.07,,Fu2024ApJ...975....2F,,,,
andromeda_17,Andromeda XVII,9.27625,44.32306,120.2299308,-18.4734792,687.53,-262.25,184.29,,,,,,,,-251.6,2.0,1.8,2.9,1.9,2.2,,-58.96,21.24,Collins2013ApJ...768..172C,758.58,24.06,24.85,24.4,0.07,0.07,762.49,46.69,371.74,46.69,,Savino2022ApJ...938..101S,-7.8,0.3,0.3,5.35,6.21,0.88,0.49,,,4.66,m_031,1,1,16.6,0.3,0.3,Martin2016ApJ...833..167M,1.4,0.3,0.3,306.66,65.63,66.99,215.41,51.0,51.59,110.0,9.0,9.0,0.5,0.1,0.1,,27.44,,,,,,,,,,,,,,,,0.34,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andromeda_18,Andromeda XVIII,0.56025,45.08772222,113.8875953,-16.9183231,1035.72,-390.93,409.42,,,,,,,,-337.2,1.4,1.4,9.9,1.0,1.1,,-129.62,-49.02,Kvasova2024ApJ...972..180K,1180.32,42.69,44.3,25.36,0.08,0.08,1183.49,427.19,798.26,,,Higgs2021MNRAS.503..176H,-9.16,0.4,0.4,5.9,7.33,0.11,0.11,,,5.32,,1,1,16.2,0.4,0.4,Martin2016ApJ...833..167M,0.92,0.05,0.05,314.92,20.08,21.33,235.44,30.67,28.91,75.12,4.47,4.47,0.44,0.12,0.12,,26.27,,,,,,,0.92,0.05,0.05,0.95,0.1,0.1,,,,0.63,Putman2021ApJ...913...53P,Higgs2021MNRAS.503..176H,,Higgs2021MNRAS.503..176H,-1.53,0.06,0.06,spectroscopic,-1.53,0.06,0.06,0.43,0.04,0.05,,Kvasova2024ApJ...972..180K,,,,,,,,,,,,,,,,
andromeda_19,Andromeda XIX,4.89375,35.04472,115.5916832,-27.372483,670.3,-400.93,225.04,,,,,,,,-109.0,1.6,1.6,7.8,1.5,1.7,,79.18,159.59,Collins2020MNRAS.491.3496C,812.83,29.4,34.4,24.55,0.08,0.09,815.98,112.83,431.38,112.83,,Savino2022ApJ...938..101S,-10.05,0.3,0.3,6.25,8.07,0.22,0.19,,,5.11,m_031,1,1,14.5,0.3,0.3,Martin2016ApJ...833..167M,14.2,1.9,3.4,3333.07,628.15,644.96,2150.39,450.21,457.4,34.0,5.0,5.0,0.58,0.1,0.05,,30.18,,,,,,,,,,,,,,,,0.82,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,-1.5,0.02,0.02,spectroscopic,-1.5,0.02,0.02,0.2,,,,Cullinane2024ApJ...972..133C,,,,,,,,,,,,,,,,
andromeda_20,Andromeda XX,1.8775,35.12694,112.8714594,-26.8852006,601.66,-363.37,235.61,,,,,,,,-456.2,3.6,3.1,7.1,2.5,3.9,,-262.36,-181.81,Collins2013ApJ...768..172C,741.31,26.81,27.82,24.35,0.08,0.08,744.16,127.12,363.63,127.12,,Savino2022ApJ...938..101S,-6.35,0.4,0.4,4.77,6.49,0.56,0.39,,,4.74,m_031,1,1,18.0,0.4,0.4,Martin2016ApJ...833..167M,0.4,0.1,0.2,85.25,31.48,32.6,72.48,28.3,30.64,90.0,44.0,20.0,0.11,0.11,0.41,,26.52,,,,,,,,,,,,,,,,0.42,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andromeda_21,Andromeda XXI,358.69958,42.47056,111.917465,-19.1865901,658.93,-286.92,283.76,,,,,,,,-363.4,1.0,1.0,6.1,0.9,1.0,,-155.31,-74.52,Collins2021MNRAS.505.5686C,772.68,24.51,21.65,24.44,0.07,0.06,775.58,121.55,394.06,121.55,,Savino2022ApJ...938..101S,-8.94,0.3,0.3,5.81,7.39,0.16,0.15,,,4.78,m_031,1,1,15.5,0.3,0.3,Martin2016ApJ...833..167M,4.1,0.4,0.8,916.54,135.18,138.13,730.2,125.55,126.86,139.0,13.0,13.0,0.36,0.13,0.1,,28.95,,,,,,,,,,,,,,,,0.43,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,-1.7,0.1,0.1,spectroscopic,-1.7,0.1,0.1,,,,,Collins2021MNRAS.505.5686C,,,,,,,,,,,,,,,,
andromeda_22,Andromeda XXII,21.91833,28.09028,132.5887509,-34.1010952,623.08,-426.51,5.2,,,,,,,,-129.8,2.0,2.0,2.8,1.4,1.9,,8.34,83.72,Collins2013ApJ...768..172C,755.09,23.95,24.74,24.39,0.07,0.07,759.67,214.94,396.94,111.63,,Savino2022ApJ...938..101S,-6.39,0.4,0.4,4.79,5.91,0.74,0.44,,,4.43,m_033,1,1,18.0,0.4,0.4,Martin2016ApJ...833..167M,0.9,0.2,0.3,195.71,54.14,55.79,119.68,37.77,40.28,114.0,10.0,10.0,0.61,0.14,0.1,,27.57,,,,,,,,,,,,,,,,0.2,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andromeda_23,Andromeda XXIII,22.3375,38.72389,130.9882484,-23.5540633,678.45,-304.15,42.66,,,,,,,,-237.7,1.4,1.4,6.8,1.3,1.5,,-78.62,-1.15,Pickett2025MNRAS.540.1701P,744.73,23.62,24.4,24.36,0.07,0.07,749.64,126.91,367.07,126.91,,Savino2022ApJ...938..101S,-9.76,0.2,0.2,6.14,7.58,0.2,0.17,,,4.89,m_031,1,1,14.6,0.2,0.2,Martin2016ApJ...833..167M,5.4,0.4,0.4,1165.97,92.26,95.74,895.73,83.73,82.44,138.0,5.0,5.0,0.41,0.06,0.05,,28.57,,,,,,,,,,,,,,,,0.59,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andromeda_24,Andromeda XXIV,19.63625,46.37028,127.7968208,-16.2452569,575.72,-179.78,77.78,,,,,,,,-128.2,5.2,5.2,,,,7.3,48.36,126.49,Collins2013ApJ...768..172C,608.14,19.29,19.92,23.92,0.07,0.07,612.95,194.86,230.8,194.86,,Savino2022ApJ...938..101S,-7.62,0.3,0.3,5.28,,,,7.33,,4.61,m_031,1,1,16.3,0.3,0.3,Martin2016ApJ...833..167M,2.6,0.5,1.0,455.12,130.77,134.56,402.8,121.45,127.95,90.0,34.0,34.0,0.1,0.1,0.31,,28.98,,,,,,,,,,,,,,,,0.47,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andromeda_25,Andromeda XXV,7.54125,46.86139,119.1543925,-15.8542685,686.8,-228.97,202.04,,,,,,,,-107.7,1.0,1.0,3.7,1.1,1.2,,90.46,170.51,Charles2023MNRAS.521.3527C,751.62,20.48,24.62,24.38,0.06,0.07,755.46,84.08,367.94,84.08,,Savino2022ApJ...938..101S,-9.08,0.2,0.3,5.87,6.85,0.33,0.24,,,5.39,m_031,1,1,15.3,0.2,0.3,Martin2016ApJ...833..167M,2.7,0.2,0.4,587.73,66.63,68.76,561.55,67.47,67.76,-16.0,30.0,30.0,0.03,0.03,0.16,,28.24,,,,,,,,,,,,,,,,1.86,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,-1.9,0.1,0.1,spectroscopic,-1.9,0.1,0.1,,,,,Charles2023MNRAS.521.3527C,,,,,,,,,,,,,,,,
andromeda_26,Andromeda XXVI,5.94292,47.91194,118.14508,-14.702501,718.82,-226.13,227.16,,,,,,,,-261.6,2.8,3.0,8.6,2.2,2.8,,-59.99,20.01,Collins2013ApJ...768..172C,787.05,24.97,22.05,24.48,0.07,0.06,790.78,102.15,405.36,102.15,,Savino2022ApJ...938..101S,-5.98,0.5,0.7,4.63,7.01,0.46,0.34,,,4.73,m_031,1,1,18.5,0.5,0.7,Martin2016ApJ...833..167M,1.0,0.5,0.6,231.25,114.25,123.4,164.68,89.07,108.22,50.0,90.0,90.0,0.35,0.35,0.33,,28.67,,,,,,,,,,,,,,,,0.37,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andromeda_27,Andromeda XXVII,9.36292,45.38694,120.3590013,-17.4149246,755.43,-271.73,202.43,,,,,,,,-539.6,4.5,4.7,14.8,3.1,4.3,,-345.94,-265.87,Collins2013ApJ...768..172C,827.94,44.51,47.04,24.59,0.12,0.12,831.89,78.59,441.83,78.59,,Richardson2011ApJ...732...76R,-7.9,0.5,0.5,5.39,7.8,0.27,0.23,,,4.96,m_031,1,1,16.69,0.5,0.5,Richardson2011ApJ...732...76R,1.8,0.3,0.3,429.85,73.55,77.81,325.68,78.86,81.0,150.0,10.0,10.0,0.4,0.2,0.2,,28.23,,,,,,,,,,,,,,,,0.56,Putman2021ApJ...913...53P,Richardson2011ApJ...732...76R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andromeda_28,Andromeda XXVIII,338.1716667,31.21494444,91.0304648,-22.9263945,473.54,-342.97,461.26,,,,,,,,-331.1,1.8,1.8,4.9,1.6,1.6,,-108.18,-32.36,Tollerud2013ApJ...768...50T,744.73,16.95,17.35,24.36,0.05,0.05,744.91,367.72,440.79,367.72,,Savino2022ApJ...938..101S,-8.51,0.4,0.4,5.64,6.7,0.34,0.25,,,4.35,m_031,1,1,15.85,0.4,0.4,Slater2015ApJ...806..230S,1.38,0.06,0.06,298.42,14.45,14.75,227.23,16.44,16.15,35.04,0.97,0.97,0.42,0.06,0.06,,26.84,,,,,,,1.38,0.06,0.06,0.84,0.13,0.13,,,,0.17,Putman2021ApJ...913...53P,Higgs2021MNRAS.503..176H,,Higgs2021MNRAS.503..176H,-1.84,0.15,0.15,spectroscopic,-1.84,0.15,0.15,0.65,0.15,0.15,,Slater2015ApJ...806..230S,,,,,-1.95,0.04,0.04,0.34,0.05,0.05,,Fu2024ApJ...975....2F,,,,
andromeda_29,Andromeda XXIX,359.73167,30.75561,109.8015984,-30.7737523,541.69,-392.81,241.03,,,,,,,,-194.4,1.5,1.5,5.7,1.2,1.2,,-3.59,76.16,Tollerud2013ApJ...768...50T,711.21,19.38,19.93,24.26,0.06,0.06,713.62,189.06,346.64,189.06,,Savino2022ApJ...938..101S,-8.17,0.3,0.3,5.5,6.86,0.21,0.17,,,4.38,m_031,1,1,16.09,0.3,0.3,Slater2015ApJ...806..230S,1.39,0.08,0.08,286.8,17.93,18.58,241.87,16.84,16.58,55.0,4.0,4.0,0.29,0.04,0.04,,27.32,,,,,,,,,,,,,,,,0.2,Putman2021ApJ...913...53P,Slater2015ApJ...806..230S,,,-1.9,0.12,0.12,spectroscopic,-1.9,0.12,0.12,0.57,0.11,0.11,,Slater2015ApJ...806..230S,,,,,,,,,,,,,,,,
andromeda_35,Andromeda XXXV,6.660833,40.108111,117.8029431,-22.516582,804.88,-383.45,245.36,,,,,,,,,,,,,,,,,,924.7,61.72,75.3,24.83,0.15,0.17,928.23,156.09,537.68,156.09,hb,Arias2025ApJ...982L...3A,-5.2,0.3,0.03,4.31,,,,,,,m_031,1,1,19.63,0.3,0.03,Arias2025ApJ...982L...3A,0.27,0.06,0.09,71.62,20.21,21.23,52.48,17.52,18.91,82.0,17.0,17.0,0.43,0.23,0.17,,26.97,,,,,,,,,,,,,,,,,,Arias2025ApJ...982L...3A,,,-1.9,,,isochrone,,,,,,,,,-1.9,,,Arias2025ApJ...982L...3A,,,,,,,,,,,,
cassiopeia_2,Cassiopeia II,9.14417,49.64694,120.4624298,-13.1535361,521.51,-144.06,143.54,,,,,,,,-139.8,6.6,36.0,11.8,4.7,7.7,,58.2,137.59,Collins2013ApJ...768..172C,559.76,15.25,15.68,23.74,0.06,0.06,563.81,237.28,184.89,237.28,,Savino2022ApJ...938..101S,-7.74,0.2,0.3,5.33,7.36,0.64,0.38,,,4.44,m_031,1,1,16.0,0.2,0.3,Martin2016ApJ...833..167M,1.5,0.2,0.2,243.04,32.68,33.35,182.4,30.13,30.9,110.0,9.0,9.0,0.43,0.12,0.1,,27.14,,,,,,,,,,,,,,,,0.37,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cassiopeia_3,Cassiopeia III,8.989333333333333,51.56005555555555,120.4799614,-11.2379762,752.39,-180.43,209.86,,,,,,,,-371.6,0.7,0.7,8.4,0.6,0.6,,-171.93,-93.0,Martin2014ApJ...793L..14M,801.68,21.85,22.46,24.52,0.06,0.06,805.75,144.69,425.67,144.69,,Savino2022ApJ...938..101S,-12.4,0.2,0.2,7.19,7.78,0.07,0.06,,,4.91,m_031,1,1,12.12,0.2,0.2,Rhode2023AJ....166..180R,4.73,0.09,0.09,1102.0,36.18,37.43,922.35,31.15,31.56,91.0,2.0,2.0,0.3,0.01,0.01,,26.0,,,,,,,4.63,0.06,0.06,0.57,0.02,0.02,,,,0.54,Putman2021ApJ...913...53P,Rhode2023AJ....166..180R,,Rhode2023AJ....166..180R,-1.7,0.1,0.1,spectroscopic,-1.7,0.1,0.1,,,,,Martin2014ApJ...793L..14M,,,,,,,,,,,,,,,,
