key,name,ra,dec,ll,bb,sg_xx,sg_yy,sg_zz,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,velocity_gsr,velocity_lg,ref_vlos,distance,distance_em,distance_ep,distance_modulus,distance_modulus_em,distance_modulus_ep,distance_gc,distance_m31,distance_lg,distance_host,distance_measurement_method,ref_distance,M_V,M_V_em,M_V_ep,mass_stellar,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,mass_HI,mass_HI_ul,host,confirmed_real,confirmed_galaxy,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,rhalf,rhalf_em,rhalf_ep,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,surface_brightness_rhalf,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,ref_structure,ref_structure_king,ref_structure_sersic,metallicity,metallicity_em,metallicity_ep,metallicity_type,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,age,age_em,age_ep,ref_age
cena_dw1410-34,dw1410-34,212.6958333333333,-34.868611111111115,320.8564091,25.226244,-3324.05,1537.11,374.0,,,,,,,,,,,,,,,,,,3681.29,,,27.83,,,3675.6,4424.6,4051.38,768.26,host,,-10.86,,,6.58,,,,,,,ngc_5128,0,0,16.97,,,Muller2017A&A...597A...7M,0.295,,,315.9,,,315.9,,,,,,,,,,25.21,,,,,,,0.0483333333333333,0.0395,0.0395,1.83,0.36,0.62,,,,,,Muller2017A&A...597A...7M,,Muller2017A&A...597A...7M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cena_dw1413-34,dw1413-34,213.2833333333333,-34.3925,321.5383538,25.5102929,-3313.6,1549.21,414.55,,,,,,,,,,,,,,,,,,3681.29,,,27.83,,,3675.55,4422.26,4050.1,811.58,host,,-8.77,,,5.74,,,,,,,ngc_5128,0,0,19.06,,,Muller2017A&A...597A...7M,0.1767,,,189.18,,,189.18,,,,,,,,,,26.19,,,,,,,0.1714999999999999,0.0166666666666666,0.0166666666666666,0.63,0.11,0.15,,,,,,Muller2017A&A...597A...7M,,Muller2017A&A...597A...7M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cena_dw1415-32,dw1415-32,213.9208333333333,-32.572500000000005,322.8070168,27.0271853,-3264.51,1628.46,492.97,,,,,,,,,,,,,,,,,,3681.29,,,27.83,,,3675.53,4417.05,4047.26,920.92,host,,-10.03,,,6.25,,,,,,,ngc_5128,0,0,17.8,,,Muller2017A&A...597A...7M,0.1533,,,164.2,,,164.2,,,,,,,,,,24.62,,,,,,,0.0818333333333333,0.0168333333333333,0.0168333333333333,1.18,0.14,0.17,,,,,,Muller2017A&A...597A...7M,,Muller2017A&A...597A...7M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cena_ucd-fluffy,Fluffy,199.545362,-44.157251,307.9836234,18.4520193,-3445.28,1220.78,-437.8,,,,,,,,764.3,2.42,2.42,5.89,,,,590.67,512.33,Dumont2022ApJ...929..147D,3681.29,,,27.83,,,3676.55,4452.59,4066.68,112.17,host,,-9.59,,,6.07,5.98,,,,,,ngc_5128,1,0,18.24,,,Dumont2022ApJ...929..147D,0.0276,,,29.61,,,29.61,,,,,,,,,,21.34,,,,,,,,,,,,,,,,,,Dumont2022ApJ...929..147D,,,-1.79,0.39,0.39,spectroscopic,-1.79,0.39,0.39,,,,,Dumont2022ApJ...929..147D,,,,,,,,,,,,,,,,
cena_ucd-kv19-212,KV19-212,200.790847,-43.874459,308.9571838,18.625816,-3450.94,1224.79,-377.85,,,,,,,,571.5,2.42,2.42,18.84,,,,400.69,322.66,Dumont2022ApJ...929..147D,3681.29,,,27.83,,,3676.46,4451.48,4066.07,61.38,host,,-10.25,,,6.33,6.21,,,,,,ngc_5128,1,0,17.58,,,Dumont2022ApJ...929..147D,0.0045,,,4.86,,,4.86,,,,,,,,,,16.76,,,,,,,,,,,,,,,,,,Dumont2022ApJ...929..147D,,,-1.03,0.33,0.33,spectroscopic,-1.03,0.33,0.33,,,,,Dumont2022ApJ...929..147D,,,,,,,,,,,,,,,,
cena_ucd-kv19-271,KV19-271,201.296298,-43.509212,309.3913698,18.9388671,-3448.3,1240.74,-348.85,,,,,,,,548.3,2.42,2.42,21.41,,,,379.04,301.13,Dumont2022ApJ...929..147D,3681.29,,,27.83,,,3676.42,4451.06,4065.85,31.83,host,,-10.33,,,6.37,6.23,,,,,,ngc_5128,1,0,17.5,,,Dumont2022ApJ...929..147D,0.0037,,,3.95,,,3.95,,,,,,,,,,16.22,,,,,,,,,,,,,,,,,,Dumont2022ApJ...929..147D,,,-0.42,0.32,0.32,spectroscopic,-0.42,0.32,0.32,,,,,Dumont2022ApJ...929..147D,,,,,,,,,,,,,,,,
cena_ucd-kv19-329,KV19-329,201.672201,-42.703936,309.7999522,19.6972306,-3435.68,1283.5,-317.23,,,,,,,,657.3,2.42,2.42,20.18,,,,490.05,412.23,Dumont2022ApJ...929..147D,3681.29,,,27.83,,,3676.4,4450.84,4065.72,24.61,host,,-10.17,,,6.3,6.19,,,,,,ngc_5128,1,0,17.66,,,Dumont2022ApJ...929..147D,0.0038,,,4.05,,,4.05,,,,,,,,,,16.44,,,,,,,,,,,,,,,,,,Dumont2022ApJ...929..147D,,,-0.71,0.34,0.34,spectroscopic,-0.71,0.34,0.34,,,,,Dumont2022ApJ...929..147D,,,,,,,,,,,,,,,,
cena_ucd-kv19-442,KV19-442,202.432394,-42.391404,310.4385869,19.9215305,-3435.71,1292.69,-277.06,,,,,,,,476.5,2.42,2.42,11.95,,,,311.28,233.67,Dumont2022ApJ...929..147D,3681.29,,,27.83,,,3676.34,4449.95,4065.24,64.25,host,,-10.47,,,6.42,6.05,,,,,,ngc_5128,1,0,17.36,,,Dumont2022ApJ...929..147D,0.0079,,,8.48,,,8.48,,,,,,,,,,17.74,,,,,,,,,,,,,,,,,,Dumont2022ApJ...929..147D,,,-1.35,0.34,0.34,spectroscopic,-1.35,0.34,0.34,,,,,Dumont2022ApJ...929..147D,,,,,,,,,,,,,,,,
centaurus_n,Centaurus N,207.0383,-47.565,312.749199,14.2227501,-3540.51,926.34,-185.31,,,,,,,,,,,,,,,,,,3664.38,0.0,0.0,27.82,0.05,0.05,3659.04,4423.58,4043.14,387.71,,Tully2009AJ....138..323T,-11.24,,,6.73,,,,,,,ngc_5128,1,1,16.58,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cepheus_1,Cepheus1,312.790417,56.89,94.3731809,8.0115769,5596.16,495.97,5304.76,,,,,,,,33.0,7.0,7.0,,,,,275.61,341.99,Makarov2003A&A...405..951M,7726.81,,,29.44,,,7727.42,7145.71,7431.82,525.25,host,,-17.91,,,9.4,,,,,9.28,,ngc_6946,1,1,11.53,,,Makarov2014A&A...570A..13M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,10.0,10.0,,Burton1999AJ....117..194B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cgcg_189m050,CGCG 189-050,199.27042,37.9525,98.0743347,77.9098879,681.96,4027.51,1007.57,,,,,,,,334.0,1.0,1.0,,,,,392.16,378.21,Karachentsev2024A&A...684L..24K,4207.27,0.0,0.0,28.12,,,4207.51,4413.86,4294.29,,,Karachentsev2024A&A...684L..24K,-12.89,,,7.39,,,,,6.95,,,1,1,15.23,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,,,,Karachentsev2024A&A...684L..24K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cgcg_217m018,CGCG 217-018,198.215833,40.543056,106.0337693,75.8743212,1883.66,8583.74,2104.61,,,,,,,,565.0,1.0,1.0,,,,,629.28,618.57,Karachentsev2024A&A...684L..24K,9036.49,,,29.78,,,9037.05,9175.54,9098.0,250.23,host,,-15.51,0.09,0.09,8.44,,,,,7.97,,ngc_5055,1,1,14.27,0.09,0.09,Carlsten2022ApJ...933...47C,0.1878,0.0093,0.0093,493.23,24.17,24.4,493.23,24.17,24.4,,,,,,,,21.53,,,,,,,,,,,,,4.88,,,,Karachentsev2024A&A...684L..24K,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corvus_a,Corvus A,183.69021,-16.396367,290.3171104,45.5751079,-2083.33,2489.33,-794.73,,,,,,,,523.0,2.0,2.0,,,,,370.47,296.61,Jones2024ApJ...971L..37J,3341.95,0.0,0.0,27.62,0.07,0.07,3339.99,4055.93,3695.78,,trgb,MutluPakdil2026ApJ...997..271M,-10.93,0.1,0.1,6.61,,,,,6.55,,,1,1,16.69,0.1,0.1,MutluPakdil2026ApJ...997..271M,0.3,0.0167,0.0167,291.3,15.96,16.11,232.95,14.81,14.69,117.0,4.0,4.0,0.36,0.04,0.04,,24.48,,,,,,,,,,,,,1.36,0.05,0.05,,Jones2024ApJ...971L..37J,MutluPakdil2026ApJ...997..271M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_006,DDO 6,12.454,-21.017,119.3807763,-83.8775613,348.5,-3407.68,-263.56,,,,,,,,295.4,5.0,5.0,,,,,309.81,347.44,Westmeier2017MNRAS.472.4832W,3435.58,0.0,0.0,27.68,0.1,0.09,3436.01,3150.68,3273.29,261.08,,Jacobs2009AJ....138..332J,-12.76,0.09,0.09,7.34,,,,,7.0,,ngc_0253,1,1,14.92,0.09,0.09,Carlsten2022ApJ...933...47C,0.6267,0.0317,0.0317,625.62,31.18,31.47,625.62,31.18,31.47,,,,,,,,24.79,,,,,,,,,,,,,3.58,0.67,0.83,,Westmeier2017MNRAS.472.4832W,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_046,DDO 46,115.3575,40.1125,179.2327223,26.1729259,6934.68,5232.58,-5672.46,,,,,,,,362.0,2.0,2.0,,,,,356.81,370.87,Makarov2014A&A...570A..13M,10375.28,0.0,0.0,30.08,0.13,0.13,10382.57,10185.77,10273.64,,trgb,Tully2009AJ....138..323T,-16.28,,,8.75,,,,,8.57,,,1,1,13.8,,,Makarov2014A&A...570A..13M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.72,,,,Makarov2014A&A...570A..13M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_053,DDO 53,128.5362,66.1771,149.2998676,34.9521138,2952.13,2164.82,-387.77,,,,,,,,19.2,1.7,1.7,,,,,117.34,149.93,Begum2008MNRAS.386.1667B,3681.29,0.0,0.0,27.83,0.03,0.03,3687.02,3393.64,3519.06,527.3,,Tully2009AJ....138..323T,-13.64,0.09,0.09,7.69,,,,,7.84,,m_081,1,1,14.19,0.09,0.09,Carlsten2021ApJ...922..267C,0.8473,0.0417,0.0417,906.44,43.96,44.37,730.82,37.5,37.48,,,,0.35,0.02,0.02,,24.25,,,,,,,,,,,,,21.5,2.2,2.2,,Begum2008MNRAS.386.1667B,Carlsten2021ApJ...922..267C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_078,DDO 78,156.61625,67.65666667,141.1375726,43.9970271,2500.44,2423.04,102.7,,,,,,,,55.0,10.0,10.0,,,,,164.04,191.02,,3483.37,0.0,0.0,27.71,0.03,0.03,3487.93,3273.76,3357.84,236.13,,Tully2009AJ....138..323T,-12.61,,,7.28,,,,,,,m_081,1,1,15.1,,,Karachentsev2000A&A...363..117K,1.94,,,1965.75,,,1965.75,,,,,,,,,,27.43,,,,,,,,,,,,,,,,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_082,DDO 82,157.64583,70.61944,137.8957061,42.1780113,2909.62,2623.28,263.68,,,,,,,,56.0,3.0,3.0,,,,,176.16,206.68,Makarov2003A&A...405..951M,3926.45,0.0,0.0,27.97,0.01,0.01,3930.92,3674.44,3782.68,383.71,,Tully2009AJ....138..323T,-14.98,,,8.23,,,,,6.46,,m_081,1,1,12.99,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_126,DDO 126,186.77125,37.1425,148.5971067,78.7434929,950.81,4861.57,348.55,,,,,,,,217.0,17.0,17.0,,,,,247.46,230.15,Kovac2009MNRAS.400..743K,4965.92,0.0,0.0,28.48,0.07,0.07,4967.28,5177.0,5057.68,,trgb,Tully2009AJ....138..323T,-14.73,,,8.13,,,,,8.03,,,1,1,13.75,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.54,,,,Kovac2009MNRAS.400..743K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_127,DDO 127,187.11875,37.233333,147.1235585,78.7937178,904.16,4619.59,355.27,,,,,,,,275.0,17.0,17.0,,,,,306.44,289.28,Kovac2009MNRAS.400..743K,4720.63,0.0,0.0,28.37,0.07,0.07,4721.96,4933.52,4812.62,,trgb,Tully2009AJ....138..323T,-13.77,,,7.74,,,,,7.67,,,1,1,14.6,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.87,,,,Kovac2009MNRAS.400..743K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_133,DDO 133,188.227,31.5389,164.2965948,84.02124,452.76,4844.61,305.2,,,,,,,,331.0,,,,,,,344.37,319.61,Karachentsev2013AJ....145..101K,4875.28,0.0,0.0,28.44,0.05,0.05,4876.11,5157.92,5003.55,,trgb,Tully2009AJ....138..323T,-15.4,0.09,0.09,8.39,,,,,8.25,,,1,1,13.04,0.09,0.09,Carlsten2021ApJ...922..267C,1.7593,0.0845,0.0845,2492.54,118.07,119.16,1708.66,89.87,88.71,,,,0.53,0.02,0.02,,24.33,,,,,,,,,,,,,31.67,0.05,0.05,,Karachentsev2013AJ....145..101K,Carlsten2021ApJ...922..267C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_153,DDO 153,193.486722,-12.1054537,303.9015155,50.7615704,-5874.66,7506.54,-584.19,,,,,,,,821.0,1.0,1.0,,,,,702.63,632.83,Warren2007AJ....134.1849W,9549.93,,,29.9,,,9547.06,10234.15,9890.32,574.91,host,,-15.85,0.03,0.03,8.57,,,,,8.69,,ngc_4594,1,1,14.05,0.03,0.03,Warren2007AJ....134.1849W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8,1.3,1.3,,Warren2007AJ....134.1849W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_154,DDO 154,193.52167,27.14861,35.0614838,89.4103597,-8.86,4007.24,484.65,,,,,,,,374.0,1.0,1.0,,,,,383.34,353.68,Haynes2011AJ....142..170H,4036.45,0.0,0.0,28.03,0.03,0.03,4036.39,4381.3,4194.48,,,Tully2009AJ....138..323T,-14.31,,,7.96,,,,,8.28,,,1,1,13.72,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.659,,,,Haynes2011AJ....142..170H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_161,DDO 161,195.82,-17.423056,306.9532253,45.3562087,-4164.38,4345.37,-288.98,,,,,,,,744.0,18.0,18.0,,,,,617.07,544.57,Doyle2005MNRAS.361...34D,6025.6,0.0,0.0,28.9,0.09,0.09,6022.17,6740.9,6381.45,,trgb,Karachentsev2018ApJ...858...62K,-16.28,,,8.75,,,,,8.83,,,1,1,12.62,,,Karachentsev2013AJ....145..101K,0.8383,0.0617,0.0617,1467.17,106.5,107.48,842.83,61.18,61.74,114.0,,,0.67,,,,21.92,,,,,,,,,,,,,78.7,,,,Doyle2005MNRAS.361...34D,Li2026ApJS..282...16L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_165,DDO 165,196.61167,67.70417,120.7472656,49.3603688,3014.68,3544.2,1298.06,,,,,,,,30.7,0.2,0.2,,,,,169.78,195.67,Huchtmeier2003A&A...401..483H,4830.59,0.0,0.0,28.42,0.02,0.02,4833.3,4635.5,4718.12,,trgb,Tully2009AJ....138..323T,-15.65,0.09,0.09,8.49,,,,,8.08,,,1,1,12.77,0.09,0.09,Carlsten2021ApJ...922..267C,1.129,0.0538,0.0538,1584.86,74.53,75.22,1120.63,57.94,57.27,,,,0.5,0.02,0.02,,23.17,,,,,,,,,,,,,22.1,,,,Huchtmeier2003A&A...401..483H,Carlsten2021ApJ...922..267C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_167,DDO 167,198.345,46.31972,111.6241725,70.3237931,1287.78,3905.6,1057.4,,,,,,,,150.2,1.7,1.7,,,,,232.8,230.03,Begum2008MNRAS.386.1667B,4246.2,0.0,0.0,28.14,0.16,0.16,4247.21,4345.1,4278.36,,trgb,Tully2009AJ....138..323T,-12.96,0.09,0.09,7.42,,,,,7.2,,,1,1,15.18,0.09,0.09,Carlsten2021ApJ...922..267C,0.3925,0.0202,0.0202,484.29,24.54,24.77,368.85,19.99,19.84,,,,0.42,0.02,0.02,,23.44,,,,,,,,,,,,,3.7,0.4,0.4,,Begum2008MNRAS.386.1667B,Carlsten2021ApJ...922..267C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_168,DDO 168,198.619167,45.919444,110.761739,70.6605429,1257.26,3912.92,1067.04,,,,,,,,191.0,8.0,8.0,,,,,272.88,269.62,Stil2002A&A...389...29S,4246.2,0.0,0.0,28.14,0.08,0.08,4247.16,4350.11,4280.91,,trgb,Tully2009AJ....138..323T,-15.55,,,8.45,,,,,8.33,,,1,1,12.59,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.58,,,,Stil2002A&A...389...29S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_169,DDO 169,198.87792,47.49639,111.4819059,69.0930819,1414.36,4014.92,1135.28,,,,,,,,262.0,5.2,5.2,,,,,349.14,348.1,Simpson2000AJ....120.2975S,4405.55,0.0,0.0,28.22,0.05,0.05,4406.62,4485.95,4428.95,,trgb,Tully2009AJ....138..323T,-14.17,0.09,0.09,7.9,,,,,6.75,,,1,1,14.05,0.09,0.09,Carlsten2021ApJ...922..267C,0.7098,0.0348,0.0348,908.74,43.98,44.39,513.86,29.78,29.57,,,,0.68,0.02,0.02,,22.95,,,,,,,,,,,,,1.22,,,,Simpson2000AJ....120.2975S,Carlsten2021ApJ...922..267C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_169_nw,DDO 169NW,198.83375,47.543611,111.596962,69.0552538,1392.3,3940.81,1112.83,,,,,,,,242.0,1.6,1.6,,,,,329.2,328.21,Simpson2000AJ....120.2975S,4325.14,0.0,0.0,28.18,0.13,0.13,4326.21,4406.19,4348.56,,trgb,Tully2009AJ....138..323T,-10.53,,,6.45,,,,,7.0,,,1,1,17.65,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,,Simpson2000AJ....120.2975S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_181,DDO 181,204.9736,40.7399,89.7368919,73.1164433,607.6,2879.36,989.15,,,,,,,,213.6,1.7,1.7,,,,,292.39,283.91,Begum2008MNRAS.386.1667B,3104.56,0.0,0.0,27.46,0.04,0.04,3104.56,3290.33,3175.15,,,Tully2009AJ....138..323T,-13.46,0.09,0.09,7.62,,,,,7.44,,,1,1,14.0,0.09,0.09,Carlsten2021ApJ...922..267C,0.7258,0.0355,0.0355,654.82,31.59,31.88,448.87,23.94,23.69,,,,0.53,0.02,0.02,,23.37,,,,,,,,,,,,,12.2,1.2,1.2,,Begum2008MNRAS.386.1667B,Carlsten2021ApJ...922..267C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_183,DDO 183,207.7121,38.0198,77.7916651,73.4478193,477.68,3065.25,1157.94,,,,,,,,188.4,1.7,1.7,,,,,265.02,253.93,Begum2008MNRAS.386.1667B,3311.31,0.0,0.0,27.6,0.05,0.05,3310.83,3519.89,3395.07,1352.48,,Tully2009AJ....138..323T,-13.51,0.09,0.09,7.64,,,,,7.43,,m_094,1,1,14.09,0.09,0.09,Carlsten2021ApJ...922..267C,0.785,0.0385,0.0385,755.36,36.54,36.87,377.22,23.73,23.87,,,,0.75,0.02,0.02,,22.94,,,,,,,,,,,,,10.5,1.1,1.1,,Begum2008MNRAS.386.1667B,Carlsten2021ApJ...922..267C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddo_226,DDO 226,10.76583,-22.25028,101.1819535,-84.7645855,362.36,-4899.27,-275.9,,,,,,,,361.0,2.0,2.0,,,,,375.01,411.42,Huchtmeier2000A&AS..141..469H,4920.4,0.0,0.0,28.46,0.13,0.13,4920.55,4626.69,4760.02,,trgb,Tully2009AJ....138..323T,-14.46,0.09,0.09,8.02,,,,,7.34,,,1,1,14.0,0.09,0.09,Carlsten2021ApJ...922..267C,0.6723,0.0328,0.0328,961.33,46.3,46.73,568.59,32.02,31.72,,,,0.65,0.02,0.02,,22.88,,,,,,,,,,,,,3.84,,,,Huchtmeier2000A&AS..141..469H,Carlsten2021ApJ...922..267C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donatiello_1,Donatiello I,17.91820833,34.60088889,127.6508734,-28.0853837,2879.46,-1603.74,318.58,,,,,,,,,,,,,,,,,,3311.31,0.0,0.0,27.6,0.2,0.2,3315.7,2546.88,2928.34,,,MartinezDelgado2018A&A...620A.126M,-8.3,0.3,0.3,5.55,,,,,,5.59,,0,0,19.3,0.3,0.3,MartinezDelgado2018A&A...620A.126M,0.48,0.15,0.15,459.48,141.95,143.72,259.65,80.1,81.81,,,,0.68,0.01,0.01,,27.34,,,,,,,0.345,0.005,0.005,0.73,0.02,0.02,,,,0.15,MartinezDelgado2018A&A...620A.126M,MartinezDelgado2018A&A...620A.126M,,MartinezDelgado2018A&A...620A.126M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donatiello_3,Donatiello III,17.3524,-27.34707,217.0942386,-85.9995023,41.98,-3318.72,-600.51,,,,,,,,,,,,,,,,,,3372.87,0.0,0.0,27.64,0.11,0.11,3373.33,3176.94,3253.31,330.75,,MutluPakdil2024ApJ...966..188M,-8.91,0.11,0.11,5.8,,,,,,6.27,ngc_0253,1,1,18.73,0.11,0.11,MutluPakdil2024ApJ...966..188M,0.21,0.0133,0.0133,205.77,12.89,13.01,131.71,8.37,8.57,-10.4,1.6,1.6,0.59,0.01,0.01,,25.26,,,,,,,0.1408333333333333,0.0028333333333333,0.0028333333333333,0.56,0.01,0.01,,,,0.69,MutluPakdil2024ApJ...966..188M,MutluPakdil2024ApJ...966..188M,,MartinezDelgado2021A&A...652A..48M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donatiello_4,Donatiello IV,11.76255,-21.68071,112.3099902,-84.4617389,344.86,-3920.05,-271.93,,,,,,,,,,,,,,,,,,3944.57,0.0,0.0,27.98,0.33,0.33,3944.88,3657.55,3783.92,531.02,,MutluPakdil2024ApJ...966..188M,-8.61,0.34,0.34,5.68,,,,,,6.54,ngc_0253,1,1,19.37,0.34,0.34,MutluPakdil2024ApJ...966..188M,0.27,0.035,0.035,308.97,39.57,39.93,239.01,30.99,31.77,24.0,3.7,3.7,0.4,0.03,0.03,,26.85,,,,,,,0.1701666666666667,0.0108333333333333,0.0108333333333333,0.85,0.12,0.12,,,,0.94,MutluPakdil2024ApJ...966..188M,MutluPakdil2024ApJ...966..188M,,MartinezDelgado2021A&A...652A..48M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donatiello_5,Donatiello V,8.243,-23.279194,74.5874894,-84.3211068,156.93,-3462.97,-76.56,,,,,,,,,,,,,,,,,,3467.37,,,27.7,,,3467.16,3211.68,3319.37,234.9,host,,-7.43,0.03,0.03,5.21,,,,,,,ngc_0253,0,0,20.27,0.03,0.03,MartinezDelgado2026A&A...705A..77M,0.15,0.0083,0.0083,151.12,8.28,8.36,84.15,4.84,4.84,34.0,1.0,1.0,0.69,0.01,0.01,,25.77,,,,,,,0.15,0.0083333333333333,0.0083333333333333,0.7,0.07,0.07,,,,,,MartinezDelgado2026A&A...705A..77M,,MartinezDelgado2026A&A...705A..77M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donatiello_6,Donatiello VI,8.732,-21.99481,85.8745677,-83.6416679,239.07,-3458.18,-80.67,,,,,,,,,,,,,,,,,,3467.37,,,27.7,,,3467.31,3194.58,3311.1,265.12,host,,-8.23,0.02,0.02,5.53,,,,,,,ngc_0253,0,0,19.47,0.02,0.02,MartinezDelgado2026A&A...705A..77M,0.1267,0.0017,0.0017,127.72,1.66,1.67,87.48,1.24,1.22,-44.0,0.7,0.7,0.531,0.005,0.005,,25.05,,,,,,,0.1266666666666666,0.0016666666666666,0.0016666666666666,0.64,0.02,0.02,,,,,,MartinezDelgado2026A&A...705A..77M,,MartinezDelgado2026A&A...705A..77M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donatiello_7,Donatiello VII,9.395083,-29.4791,354.498645,-86.1493867,-185.65,-3453.99,-241.13,,,,,,,,,,,,,,,,,,3467.37,,,27.7,,,3466.84,3294.07,3359.49,286.72,host,,-7.26,0.02,0.02,5.14,,,,,,,ngc_0253,0,0,20.44,0.02,0.02,MartinezDelgado2026A&A...705A..77M,0.1267,0.005,0.005,127.65,4.97,5.01,92.94,4.06,4.01,-57.0,2.0,2.0,0.47,0.02,0.02,,26.15,,,,,,,0.1266666666666666,0.005,0.005,0.43,0.03,0.03,,,,,,MartinezDelgado2026A&A...705A..77M,,MartinezDelgado2026A&A...705A..77M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donatiello_8,Donatiello VIII,10.1454167,-20.5571111,101.6729418,-82.9763614,328.83,-3292.5,-126.95,,,,,,,,,,,,,,,,,,3311.31,0.0,0.0,27.6,0.16,0.16,3311.52,3023.25,3146.72,334.04,trgb,Fielder2025arXiv251202118F,-8.26,0.17,0.17,5.54,,,,,,6.17,ngc_0253,1,1,19.34,0.17,0.17,Fielder2025arXiv251202118F,0.212,0.0062,0.0062,204.08,5.85,5.91,113.83,3.72,3.64,12.9,0.8,0.8,0.689,0.009,0.009,,25.59,,,,,,,0.4,0.0333333333333333,0.0333333333333333,1.09,0.08,0.08,,,,0.57,Fielder2025arXiv251202118F,Fielder2025arXiv251202118F,,MartinezDelgado2026A&A...705A..77M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
