key,name,ra,dec,ll,bb,sg_xx,sg_yy,sg_zz,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,velocity_gsr,velocity_lg,ref_vlos,distance,distance_em,distance_ep,distance_modulus,distance_modulus_em,distance_modulus_ep,distance_gc,distance_m31,distance_lg,distance_host,distance_measurement_method,ref_distance,M_V,M_V_em,M_V_ep,mass_stellar,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,mass_HI,mass_HI_ul,host,confirmed_real,confirmed_galaxy,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,rhalf,rhalf_em,rhalf_ep,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,surface_brightness_rhalf,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,ref_structure,ref_structure_king,ref_structure_sersic,metallicity,metallicity_em,metallicity_ep,metallicity_type,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,age,age_em,age_ep,ref_age
pegasus_4,Pegasus IV,328.539,26.62,80.7971567,-21.4031056,46.13,-40.32,65.86,0.33,0.07,0.07,-0.21,0.08,0.08,Cerny2023ApJ...942..111C,-271.4,1.1,1.1,3.33,0.86,1.19,,-46.6,23.5,Geha2026ApJ...999..140G,89.95,1.23,1.25,19.77,0.03,0.03,89.1,706.97,321.39,89.1,,Cerny2023ApJ...942..111C,-4.25,0.2,0.2,3.93,5.63,0.33,0.25,,,,mw,1,1,15.52,0.2,0.2,Cerny2023ApJ...942..111C,1.6,0.25,0.29,41.63,6.95,7.1,41.63,6.95,7.1,115.0,41.0,27.0,,,,0.41,27.42,,,,,,,,,,,,,,,,,,Cerny2023ApJ...942..111C,,,-2.52,0.13,0.13,spectroscopic,-2.52,0.13,0.13,0.41,0.09,0.12,,Geha2026arXiv260210202G,,,,,,,,,,,,,,,,
phoenix_2,Phoenix II,354.9919,-54.4019,323.6963296,-59.7506456,-41.65,-71.92,-3.32,0.507,0.048,0.047,-1.199,0.057,0.058,Pace2022ApJ...940..136P,32.4,3.75,3.75,,,,21.2,-42.34,-49.15,Fritz2019A&A...623A.129F,83.18,7.32,8.02,19.6,0.2,0.2,80.22,790.15,406.16,54.06,,MutluPakdil2018ApJ...863...25M,-2.6,0.09,0.13,3.27,,,,7.06,,2.92,lmc,1,1,17.0,0.09,0.13,Richstein2024ApJ...967...72R,1.5,0.17,0.2,35.94,5.33,5.86,26.87,4.25,4.62,-33.0,5.0,5.0,0.44,0.06,0.06,,28.12,,,,,,,1.61,0.27,0.27,1.14,0.27,0.27,,,,0.51,Putman2021ApJ...913...53P,Richstein2024ApJ...967...72R,,Munoz2018ApJ...860...66M,-2.51,0.17,0.19,spectroscopic,-2.51,0.17,0.19,0.33,0.16,0.29,,Fritz2019A&A...623A.129F,,,,,-2.36,0.16,0.18,0.41,0.17,0.22,,Fu2023ApJ...958..167F,,,,
pictor_1,Pictor I,70.9475,-50.28305556,257.298982,-40.6450082,-43.47,-66.02,-83.27,0.153,0.088,0.086,0.096,0.114,0.118,Pace2022ApJ...940..136P,,,,,,,,,,,114.82,5.17,5.41,20.3,0.1,0.1,116.45,814.68,433.34,116.45,,Koposov2015ApJ...805..130K,-3.1,0.3,0.3,3.47,,,,,,3.28,mw,1,0,17.2,0.3,0.3,Koposov2015ApJ...805..130K,1.29,0.15,0.15,42.84,5.23,5.47,32.0,4.59,4.61,55.0,6.0,6.0,0.44,0.09,0.07,,28.0,,,,,,,0.66,0.32,0.32,1.51,0.31,0.31,,,,0.61,Putman2021ApJ...913...53P,Moskowitz2020ApJ...892...27M,,Munoz2018ApJ...860...66M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pictor_2,Pictor II,101.175,-59.901,269.6366114,-24.0553493,-27.56,-14.84,-32.15,1.16,0.05,0.05,1.18,0.05,0.05,Pace2025OJAp....8E.112P,326.9,1.1,1.1,3.5,0.9,1.1,,99.39,48.53,Pace2025OJAp....8E.112P,44.87,2.02,2.11,18.26,0.1,0.1,45.65,802.84,415.48,11.85,cmd,Pace2025OJAp....8E.112P,-2.65,0.48,0.69,3.29,5.55,0.3,0.23,,,2.44,lmc,1,1,15.61,0.48,0.69,Pace2025OJAp....8E.112P,2.8,0.3,0.4,36.33,4.72,4.96,31.86,4.85,4.83,55.0,18.0,20.0,0.22,0.13,0.11,,28.44,,,,,,,,,,,,,,,,0.58,Putman2021ApJ...913...53P,Pace2025OJAp....8E.112P,,,-2.99,0.06,0.06,spectroscopic,-2.99,0.06,0.06,,,,0.18,Pace2025OJAp....8E.112P,-1.8,0.3,0.3,DrlicaWagner2016ApJ...833L...5D,-2.98,0.1,0.1,,,,0.35,Pace2025OJAp....8E.112P,,,,
pisces_2,Pisces II,344.6364583,5.9555444,79.2174811,-47.1078917,65.65,-144.75,90.31,0.681,0.307,0.309,-0.645,0.209,0.215,Pace2022ApJ...940..136P,-227.7,1.7,1.7,3.72,1.33,1.98,,-67.55,-3.18,Geha2026ApJ...999..140G,182.81,13.77,14.89,21.31,0.17,0.17,181.95,652.63,281.11,181.95,,Sand2012ApJ...756...79S,-4.28,0.16,0.19,3.95,5.86,0.52,0.32,,,3.2,mw,1,1,17.03,0.16,0.19,Richstein2022ApJ...933..217R,1.34,0.07,0.08,70.97,6.63,7.05,56.31,5.48,5.8,98.0,3.0,3.0,0.37,0.03,0.04,,28.04,0.72,0.58,0.58,7.65,2.69,2.69,1.22,0.2,0.2,1.12,0.34,0.34,,,,0.2,Putman2021ApJ...913...53P,Richstein2022ApJ...933..217R,Munoz2018ApJ...860...66M,Munoz2018ApJ...860...66M,-2.45,0.07,0.07,spectroscopic,-2.45,0.07,0.07,0.48,0.29,0.7,,Kirby2015ApJ...810...56K,,,,,,,,,,,,,,,,
reticulum_2,Reticulum II,53.9203,-54.0513,266.3006676,-49.7376135,-12.84,-22.23,-18.46,2.377,0.024,0.023,-1.379,0.025,0.026,Pace2022ApJ...940..136P,64.3,1.2,1.2,3.6,0.7,1.0,,-100.57,-121.22,Walker2015ApJ...808..108W,31.62,1.42,1.49,17.5,0.1,0.1,32.98,783.58,396.03,22.19,,MutluPakdil2018ApJ...863...25M,-3.1,0.1,0.1,3.47,5.63,0.25,0.2,,,2.15,lmc,1,1,14.4,0.1,0.1,MutluPakdil2018ApJ...863...25M,6.3,0.4,0.4,57.73,4.38,4.69,36.46,5.62,5.26,68.0,2.0,2.0,0.6,0.1,0.1,,28.28,,,,,,,5.59,0.21,0.21,0.6,0.05,0.05,,,,0.6,Putman2021ApJ...913...53P,MutluPakdil2018ApJ...863...25M,,Munoz2018ApJ...860...66M,-2.65,0.07,0.07,spectroscopic,-2.65,0.07,0.07,0.28,0.09,0.09,,Simon2015ApJ...808...95S,,,,,-2.64,0.11,0.1,0.72,0.08,0.09,,Fu2023ApJ...958..167F,,,,
reticulum_3,Reticulum III,56.36,-60.45,273.8781907,-45.6477545,-46.47,-60.26,-51.03,0.26,0.144,0.14,-0.502,0.226,0.222,Pace2022ApJ...940..136P,274.2,7.45,7.45,,,,8.3,97.95,69.62,Fritz2019A&A...623A.129F,91.62,12.19,14.06,19.81,0.31,0.31,91.6,809.77,425.91,91.6,,DrlicaWagner2015ApJ...813..109D,-3.3,0.29,0.29,3.55,,,,6.61,,3.0,mw,1,1,16.51,0.29,0.29,DrlicaWagner2015ApJ...813..109D,2.4,0.8,0.9,62.18,22.7,25.43,62.18,22.7,25.43,,,,,,,0.4,29.24,,,,,,,,,,,,,,,,0.5,Putman2021ApJ...913...53P,DrlicaWagner2015ApJ...813..109D,,,-2.81,0.29,0.29,spectroscopic,-2.81,0.29,0.29,0.35,0.09,0.21,,Fritz2019A&A...623A.129F,,,,,-2.46,0.15,0.12,0.31,0.18,0.2,,Fu2023ApJ...958..167F,,,,
sagittarius_1,Sagittarius,284.0951655,-30.5498868,5.6574754,-14.3769257,-16.95,-8.58,18.19,-2.679,0.001,0.001,-1.394,0.001,0.001,An2024MNRAS.532.3713A,140.0,2.0,2.0,11.4,0.7,0.7,,173.96,159.63,McConnachie2012AJ....144....4M,26.3,1.76,1.88,17.1,0.15,0.15,18.6,784.45,396.7,18.6,,McConnachie2012AJ....144....4M,-13.5,0.3,0.3,7.63,8.28,0.07,0.07,,,2.08,mw,1,1,3.6,0.3,0.3,McConnachie2012AJ....144....4M,342.0,12.0,12.0,2608.44,194.86,206.81,1565.8,126.17,133.1,102.0,2.0,2.0,0.64,0.02,0.02,,26.04,,,,,,,,,,,,,,,,0.73,Putman2021ApJ...913...53P,McConnachie2012AJ....144....4M,,,-0.53,0.02,0.03,spectroscopic,-0.53,0.02,0.03,0.17,0.02,0.02,,Simon2019ARA&A..57..375S,,,,,,,,,,,,,,,,
sculptor_1,Sculptor,15.0183,-33.7186,287.696114,-83.152356,-8.7,-82.3,-14.1,0.1,0.002,0.002,-0.158,0.002,0.002,Pace2022ApJ...940..136P,111.4,0.1,0.1,9.2,1.1,1.1,,76.25,96.93,Walker2009AJ....137.3100W,83.95,1.53,1.56,19.62,0.04,0.04,84.04,759.0,375.37,84.04,,MartinezVazquez2015MNRAS.454.1509M,-10.77,0.14,0.14,6.54,7.24,0.11,0.1,,,3.48,mw,1,1,8.85,0.14,0.14,Munoz2018ApJ...860...66M,11.17,0.05,0.05,272.68,5.07,5.19,223.23,4.55,4.65,92.0,1.0,1.0,0.33,0.01,0.01,,24.54,7.03,0.05,0.05,74.1,0.4,0.4,12.33,0.05,0.05,1.16,0.01,0.01,,,,1.84,Putman2021ApJ...913...53P,Munoz2018ApJ...860...66M,Munoz2018ApJ...860...66M,Munoz2018ApJ...860...66M,-1.73,0.02,0.03,spectroscopic,-1.73,0.02,0.03,0.44,0.02,0.02,,Simon2019ARA&A..57..375S,,,,,,,,,,,,,,,,
segue_1,Segue 1,151.7504,16.0756,220.4775831,50.4089639,1.75,19.14,-12.46,-2.102,0.051,0.051,-3.375,0.046,0.044,Pace2022ApJ...940..136P,203.1,0.9,0.9,3.97,0.86,0.97,,101.24,63.88,Geha2026ApJ...999..140G,22.91,2.02,2.21,16.8,0.2,0.2,27.77,785.22,397.35,27.77,,Belokurov2007ApJ...654..897B,-1.3,0.73,0.73,2.75,5.45,0.23,0.2,,,1.04,mw,1,1,15.5,0.73,0.73,Munoz2018ApJ...860...66M,3.62,0.42,0.42,23.9,3.4,3.74,19.52,3.13,3.39,77.0,15.0,15.0,0.33,0.1,0.1,,28.72,3.24,1.56,1.56,16.4,2.6,2.6,3.95,0.48,0.48,0.85,0.28,0.28,,,,0.089,Spekkens2014ApJ...795L...5S,Munoz2018ApJ...860...66M,Munoz2018ApJ...860...66M,Munoz2018ApJ...860...66M,-2.5,,,spectroscopic,-2.5,,,,,,,Simon2011ApJ...733...46S,,,,,-2.36,0.23,0.25,0.65,0.21,0.26,,Fu2023ApJ...958..167F,,,,
segue_2,Segue 2,34.8226,20.1624,149.4462034,-38.1444836,28.05,-21.73,-8.45,1.446,0.059,0.059,-0.322,0.05,0.049,Pace2022ApJ...940..136P,-41.2,0.4,0.4,,,,2.06,43.45,109.44,Geha2026ApJ...999..140G,36.48,2.43,2.43,17.81,0.15,0.14,42.4,744.68,356.77,42.4,,Boettcher2013AJ....146...94B,-1.95,0.88,0.88,3.01,,,,5.14,,2.47,mw,1,1,15.86,0.88,0.88,Munoz2018ApJ...860...66M,3.76,0.28,0.28,39.71,3.85,4.08,35.02,3.74,3.98,164.0,14.0,14.0,0.22,0.07,0.07,,29.34,0.2,0.03,0.03,8.41,1.69,1.69,3.64,0.29,0.29,0.82,0.16,0.16,,,,0.95,Putman2021ApJ...913...53P,Munoz2018ApJ...860...66M,Munoz2018ApJ...860...66M,Munoz2018ApJ...860...66M,-2.27,0.14,0.14,spectroscopic,-2.27,0.14,0.14,0.47,0.09,0.14,,Geha2026arXiv260210202G,,,,,,,,,,,,,,,,
sextans_1,Sextans,153.268,-1.62,243.5087144,42.2732343,-17.67,64.15,-54.33,-0.409,0.008,0.009,0.037,0.009,0.009,Pace2022ApJ...940..136P,224.3,0.1,0.1,7.9,1.3,1.3,,62.63,6.44,Walker2009AJ....137.3100W,85.9,3.87,4.05,19.67,0.1,0.1,88.91,831.87,446.13,88.91,,Lee2009ApJ...703..692L,-8.72,0.06,0.06,5.72,7.45,0.16,0.14,,,2.6,mw,1,1,10.95,0.06,0.06,Munoz2018ApJ...860...66M,22.8,0.7,0.7,568.65,30.57,32.17,485.89,28.18,29.35,52.0,3.0,3.0,0.27,0.03,0.03,,28.28,20.1,0.5,0.5,60.5,0.6,0.6,17.67,0.17,0.17,0.6,0.01,0.01,,,,0.23,Putman2021ApJ...913...53P,Cicuendez2018A&A...609A..53C,Munoz2018ApJ...860...66M,Munoz2018ApJ...860...66M,-1.97,0.04,0.04,spectroscopic,-1.97,0.04,0.04,0.38,0.03,0.03,,Simon2019ARA&A..57..375S,,,,,,,,,,,,,,,,
smc,SMC,16.25,-72.42,301.492631,-44.6703322,-42.96,-42.54,-17.01,0.83,0.02,0.02,-1.21,0.01,0.01,Zivick2018ApJ...864...55Z,145.6,0.6,0.6,27.6,0.5,0.5,,-4.01,-35.93,Harris2006AJ....131.2514H,62.81,2.83,2.96,18.99,0.1,0.1,60.26,803.6,417.38,23.33,,Cioni2000A&A...359..601C,-16.79,0.2,0.2,8.95,8.88,0.04,0.04,,8.65,,lmc,1,1,2.2,0.2,0.2,deVaucouleurs1991rc3..book.....D,59.4,4.1,4.1,1080.85,87.21,92.78,1080.85,87.21,92.78,,,,,,,,21.95,,,,,,,,,,,,,476675.0,4145.0,4145.0,,Bruns2005A&A...432...45B,Munoz2018ApJ...860...66M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulum_2,Triangulum II,33.3155,36.1691,140.896747,-23.8318706,25.97,-11.25,-2.86,0.575,0.06,0.06,0.112,0.067,0.069,Pace2022ApJ...940..136P,-382.3,0.7,0.7,,,,3.5,-252.9,-180.06,Buttry2022MNRAS.514.1706B,28.44,1.41,1.48,17.27,0.11,0.11,34.68,749.3,361.21,34.68,,Carlin2017AJ....154..267C,-1.3,0.25,0.23,2.75,,,,5.29,,2.04,mw,1,1,15.97,0.25,0.23,Richstein2024ApJ...967...72R,2.5,0.3,0.3,20.56,2.61,2.74,17.17,2.53,2.56,73.0,17.0,17.0,0.3,0.1,0.1,,28.44,2.1,0.6,0.6,11.8,2.7,2.7,2.0,0.4,0.4,1.45,0.45,0.45,,,,0.58,Putman2021ApJ...913...53P,Carlin2017AJ....154..267C,Carlin2017AJ....154..267C,Munoz2018ApJ...860...66M,-2.24,0.05,0.05,spectroscopic,-2.24,0.05,0.05,0.53,0.12,0.38,,Kirby2017ApJ...838...83K,,,,,,,,,,,,,,,,
tucana_2,Tucana II,342.9796,-58.5689,328.0862902,-52.3248185,-33.77,-44.94,1.45,0.911,0.026,0.024,-1.28,0.029,0.029,Pace2022ApJ...940..136P,-124.7,1.0,1.0,3.8,0.7,1.1,,-203.52,-217.52,Chiti2023AJ....165...55C,56.23,4.95,5.43,18.75,0.2,0.2,52.48,790.29,403.98,52.48,,Vivas2020ApJS..247...35V,-3.75,0.1,0.1,3.73,6.32,0.25,0.21,,,2.3,mw,1,1,15.0,0.1,0.1,Koposov2015ApJ...805..130K,12.89,1.98,1.71,208.67,34.5,37.27,161.67,33.86,35.43,107.0,18.0,18.0,0.39,0.2,0.1,,30.86,,,,,,,,,,,,,,,,0.27,Putman2021ApJ...913...53P,Koposov2015ApJ...805..130K,,,-2.77,,,spectroscopic,-2.77,,,,,,,Chiti2021NatAs...5..392C,,,,,,,,,,,,,,,,
tucana_3,Tucana III,359.1075,-59.58332,315.4235632,-56.1908835,-12.74,-18.87,-2.53,-0.048,0.036,0.035,-1.638,0.039,0.039,Pace2022ApJ...940..136P,-102.3,0.4,0.4,,,,1.5,-199.57,-213.46,Simon2017ApJ...838...11S,22.91,1.03,1.08,16.8,0.1,0.1,21.05,781.06,393.23,21.05,,MutluPakdil2018ApJ...863...25M,-1.3,0.2,0.2,2.75,,,,4.8,,1.88,mw,1,0,15.5,0.2,0.2,MutluPakdil2018ApJ...863...25M,5.1,1.2,1.2,33.67,7.96,8.2,30.0,7.28,7.42,25.0,38.0,38.0,0.2,0.1,0.1,,29.66,,,,,,,,,,,,,,,,0.61,Putman2021ApJ...913...53P,MutluPakdil2018ApJ...863...25M,,,-2.42,0.08,0.07,spectroscopic,-2.42,0.08,0.07,,,,0.19,Simon2017ApJ...838...11S,,,,,,,,,,,,,,,,
tucana_4,Tucana IV,0.717,-60.83,313.3093175,-55.3088967,-26.68,-38.19,-6.14,0.534,0.053,0.05,-1.707,0.055,0.054,Pace2022ApJ...940..136P,15.9,1.7,1.8,4.3,1.0,1.7,,-87.18,-102.79,Simon2020ApJ...892..137S,46.99,3.74,4.06,18.36,0.18,0.18,44.45,787.69,400.84,44.45,,Simon2020ApJ...892..137S,-3.0,0.4,0.3,3.43,6.22,0.33,0.25,,,2.36,mw,1,1,15.36,0.4,0.3,Simon2020ApJ...892..137S,9.3,0.9,1.4,125.94,18.13,19.75,98.11,15.58,16.79,27.0,8.0,9.0,0.39,0.1,0.07,,30.53,,,,,,,,,,,,,,,,0.44,Putman2021ApJ...913...53P,Simon2020ApJ...892..137S,,,-2.49,0.16,0.15,spectroscopic,-2.49,0.16,0.15,,,,0.64,Simon2020ApJ...892..137S,,,,,,,,,,,,,,,,
tucana_5,Tucana V,354.347,-63.266,316.3147897,-51.8953278,-33.91,-42.91,-5.38,-0.14,0.05,0.04,-1.18,0.06,0.05,Battaglia2022A&A...657A..54B,-34.7,0.8,0.9,1.2,0.6,0.9,,-139.75,-158.89,Hansen2024ApJ...968...21H,54.95,5.07,5.58,18.7,0.21,0.21,51.84,792.56,406.11,51.84,,Simon2020ApJ...892..137S,-1.1,0.6,0.5,2.67,4.46,0.79,0.45,,,2.56,mw,1,1,17.6,0.6,0.5,Simon2020ApJ...892..137S,2.1,0.4,0.6,33.03,8.2,8.92,22.8,6.53,7.06,29.0,11.0,11.0,0.51,0.18,0.09,,29.26,,,,,,,,,,,,,,,,0.51,Putman2021ApJ...913...53P,Simon2020ApJ...892..137S,,,-2.84,0.3,0.32,spectroscopic,-2.84,0.3,0.32,0.43,0.15,0.32,,Hansen2024ApJ...968...21H,,,,,-2.51,0.34,0.26,0.61,0.28,0.44,,Fu2023ApJ...958..167F,,,,
ursa_major_1,Ursa Major I,158.7706,51.9479,159.3623929,54.4267581,52.47,80.97,-12.35,-0.401,0.036,0.036,-0.613,0.042,0.04,Pace2022ApJ...940..136P,-58.5,1.4,1.4,7.16,1.04,1.21,,-8.84,-2.9,Geha2026ApJ...999..140G,97.27,5.65,6.0,19.94,0.13,0.13,101.92,770.05,388.03,101.92,,Garofalo2013ApJ...767...62G,-5.14,0.38,0.38,4.29,6.85,0.15,0.13,,,3.84,mw,1,1,14.8,0.38,0.38,Munoz2018ApJ...860...66M,8.31,0.35,0.35,234.5,16.68,17.59,150.14,12.11,12.62,67.0,2.0,2.0,0.59,0.03,0.03,,29.31,13.3,2.9,2.9,24.0,1.9,1.9,8.34,0.34,0.34,0.47,0.08,0.08,,,,3.11,Putman2021ApJ...913...53P,Munoz2018ApJ...860...66M,Munoz2018ApJ...860...66M,Munoz2018ApJ...860...66M,-2.56,0.07,0.07,spectroscopic,-2.56,0.07,0.07,0.24,0.05,0.07,,Geha2026arXiv260210202G,,,,,,,,,,,,,,,,
ursa_major_2,Ursa Major II,132.8726,63.1335,152.460305,37.4410062,26.58,21.74,-4.8,1.731,0.021,0.021,-1.906,0.025,0.024,Pace2022ApJ...940..136P,-118.0,1.1,1.1,6.3,0.95,1.06,,-32.19,-4.22,Geha2026ApJ...999..140G,34.67,2.01,2.14,17.7,0.13,0.13,40.8,762.78,375.31,40.8,,DallOra2012ApJ...752...42D,-4.42,0.26,0.26,4.0,6.53,0.15,0.13,,,1.94,mw,1,1,13.28,0.26,0.26,Munoz2018ApJ...860...66M,13.8,0.5,0.5,138.83,9.38,9.99,92.06,7.04,7.41,-76.0,2.0,2.0,0.56,0.03,0.03,,28.97,11.7,1.2,1.2,59.8,3.1,3.1,13.95,0.46,0.46,0.89,0.1,0.1,,,,0.31,Spekkens2014ApJ...795L...5S,Munoz2018ApJ...860...66M,Munoz2018ApJ...860...66M,Munoz2018ApJ...860...66M,-2.54,0.07,0.07,spectroscopic,-2.54,0.07,0.07,0.22,0.07,0.09,,Geha2026arXiv260210202G,,,,,,,,,,,,,,,,
ursa_minor_1,Ursa Minor,227.242,67.2221,104.9817279,44.8125553,42.02,46.2,31.94,-0.12,0.005,0.005,0.071,0.005,0.005,Pace2022ApJ...940..136P,-246.1,0.3,0.3,8.86,0.24,0.27,,-74.67,-42.88,Geha2026ApJ...999..140G,70.15,3.46,3.64,19.23,0.11,0.11,72.08,752.8,367.64,72.08,,Garofalo2025A&A...695A..88G,-8.86,0.05,0.05,5.78,7.26,0.03,0.03,,,1.73,mw,1,1,10.37,0.05,0.05,Munoz2018ApJ...860...66M,18.3,0.11,0.11,373.33,18.88,18.95,250.41,13.14,13.43,50.0,1.0,1.0,0.55,0.01,0.01,,26.7,13.53,0.3,0.3,77.3,0.7,0.7,17.32,0.11,0.11,0.82,0.01,0.01,,,,0.046,Spekkens2014ApJ...795L...5S,Munoz2018ApJ...860...66M,Munoz2018ApJ...860...66M,Munoz2018ApJ...860...66M,-2.23,0.01,0.01,spectroscopic,-2.23,0.01,0.01,0.25,0.01,0.01,,Geha2026arXiv260210202G,,,,,,,,,,,,,,,,
willman_1,Willman 1,162.3436,51.0501,158.5728619,56.7832928,19.42,32.44,-3.99,0.299,0.052,0.052,-1.097,0.075,0.075,Chiu2026arXiv260220272C,-13.0,1.1,1.1,4.7,1.3,1.5,,36.08,39.97,Chiu2026arXiv260220272C,38.02,6.4,7.69,17.9,0.4,0.4,42.74,773.48,386.27,42.74,,Willman2006astro.ph..3486W,-2.53,0.74,0.74,3.25,5.6,0.32,0.25,,,3.57,mw,1,1,15.37,0.74,0.74,Munoz2018ApJ...860...66M,2.51,0.22,0.22,27.43,5.35,5.89,19.98,4.12,4.51,73.0,4.0,4.0,0.47,0.06,0.06,,27.54,,,,,,,2.53,0.22,0.22,1.34,0.2,0.2,,,,10.9,Putman2021ApJ...913...53P,Munoz2018ApJ...860...66M,,Munoz2018ApJ...860...66M,-2.45,0.13,0.12,spectroscopic,-2.45,0.13,0.12,0.3,0.11,0.15,,Chiu2026arXiv260220272C,,,,,-2.53,0.11,0.11,0.65,0.09,0.1,,Fu2023ApJ...958..167F,,,,
andromeda_03,Andromeda III,8.87875,36.49889,119.3641729,-26.2625286,615.0,-339.14,163.56,-0.0105,0.0125,0.0125,0.0475,0.0125,0.0125,CasettiDinescu2024ApJ...975..138C,-344.3,1.7,1.7,9.3,1.4,1.4,,-161.46,-81.26,Tollerud2012ApJ...752...45T,721.11,16.41,16.8,24.29,0.05,0.05,724.72,85.14,336.15,85.14,,Savino2022ApJ...938..101S,-9.49,0.2,0.3,6.03,7.33,0.15,0.14,,,4.76,m_031,1,1,14.8,0.2,0.3,Martin2016ApJ...833..167M,2.0,0.2,0.2,418.0,42.3,43.23,267.68,30.3,29.99,140.0,3.0,3.0,0.59,0.04,0.04,,26.22,1.3,0.2,0.2,7.2,1.2,1.2,,,,,,,,,,0.47,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,McConnachie2006MNRAS.365.1263M,,-1.75,0.03,0.03,spectroscopic,-1.75,0.03,0.03,0.43,,,,Kirby2020AJ....159...46K,,,,,,,,,,,,,,,,
andromeda_05,Andromeda V,17.57292,47.62833,126.2205416,-15.1229936,718.49,-212.29,118.96,0.0261,0.0215,0.0215,-0.0742,0.0191,0.0191,CasettiDinescu2025ApJ...992...54C,-397.3,1.5,1.5,10.5,1.1,1.1,,-215.41,-136.97,Tollerud2012ApJ...752...45T,758.58,20.67,21.25,24.4,0.06,0.06,763.24,108.97,378.2,108.97,,Savino2022ApJ...938..101S,-9.3,0.2,0.2,5.95,7.49,0.11,0.1,,,4.89,m_031,1,1,15.1,0.2,0.2,Martin2016ApJ...833..167M,1.6,0.1,0.2,351.75,33.75,34.82,302.5,33.69,33.4,54.0,10.0,10.0,0.26,0.07,0.09,,26.67,1.2,0.2,0.2,5.3,1.0,1.0,,,,,,,,,,0.57,Putman2021ApJ...913...53P,Martin2016ApJ...833..167M,McConnachie2006MNRAS.365.1263M,,-1.84,0.01,0.01,spectroscopic,-1.84,0.01,0.01,0.41,,,,Kirby2020AJ....159...46K,,,,,,,,,,,,,,,,
andromeda_06,Andromeda VI,357.94542,24.5825,106.0443067,-36.3252343,572.44,-528.07,292.04,-0.0016,0.0123,0.0123,-0.0526,0.0112,0.0112,CasettiDinescu2025ApJ...992...54C,-341.6,1.7,1.7,13.2,1.3,1.4,,-158.92,-81.13,Pickett2025MNRAS.540.1701P,831.76,22.67,23.3,24.6,0.06,0.06,833.61,281.36,484.64,281.36,,Savino2022ApJ...938..101S,-11.3,0.2,0.2,6.75,7.81,0.1,0.09,,,4.44,m_031,1,1,13.3,0.2,0.2,McConnachie2006MNRAS.365.1263M,2.15,0.08,0.08,519.21,23.34,24.77,399.15,21.16,20.89,163.0,3.0,3.0,0.41,0.03,0.03,,25.28,2.1,0.2,0.2,6.2,0.4,0.4,,,,,,,,,,0.17,Putman2021ApJ...913...53P,McConnachie2006MNRAS.365.1263M,McConnachie2006MNRAS.365.1263M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andromeda_07,Andromeda VII,351.63958,50.68,109.466542,-9.9592504,717.35,-183.48,361.87,0.0598,0.0368,0.0368,-0.0037,0.0335,0.0335,Warfield2023MNRAS.519.1189W,-307.2,1.3,1.3,13.0,1.0,1.0,,-84.71,-5.64,Tollerud2012ApJ...752...45T,824.14,22.46,23.09,24.58,0.06,0.06,826.84,229.96,464.14,229.96,,Savino2022ApJ...938..101S,-12.78,0.3,0.3,7.35,8.09,0.07,0.07,,,4.89,m_031,1,1,11.8,0.3,0.3,McConnachie2006MNRAS.365.1263M,3.47,0.07,0.07,831.1,28.02,28.88,775.1,31.72,32.5,94.0,8.0,8.0,0.13,0.04,0.04,,25.24,2.0,0.1,0.1,19.3,1.6,1.6,,,,,,,,,,0.48,Putman2021ApJ...913...53P,McConnachie2006MNRAS.365.1263M,McConnachie2006MNRAS.365.1263M,,-1.37,0.01,0.01,spectroscopic,-1.37,0.01,0.01,0.36,,,,Kirby2020AJ....159...46K,,,,,,,,,,,,,,,,
