key,name,ra,dec,ll,bb,sg_xx,sg_yy,sg_zz,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,velocity_gsr,velocity_lg,ref_vlos,distance,distance_em,distance_ep,distance_modulus,distance_modulus_em,distance_modulus_ep,distance_gc,distance_m31,distance_lg,distance_host,distance_measurement_method,ref_distance,M_V,M_V_em,M_V_ep,mass_stellar,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,mass_HI,mass_HI_ul,host,confirmed_real,confirmed_galaxy,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,rhalf,rhalf_em,rhalf_ep,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,surface_brightness_rhalf,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,ref_structure,ref_structure_king,ref_structure_sersic,metallicity,metallicity_em,metallicity_ep,metallicity_type,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,age,age_em,age_ep,ref_age
ic_0010,IC 10,5.102083333,59.29166667,118.9726887,-3.3413375,728.58,-71.23,235.92,-0.002,0.008,0.008,0.02,0.008,0.008,Brunthaler2007A&A...462..101B,-348.0,1.0,1.0,,,,,-140.19,-63.8,McConnachie2012AJ....144....4M,769.13,10.55,10.7,24.43,0.03,0.03,773.09,246.64,419.02,246.64,,McQuinn2017ApJ...834...78M,-14.93,0.2,0.2,8.21,,,,,7.67,,m_031,1,1,9.5,0.2,0.2,McConnachie2012AJ....144....4M,2.65,,,592.89,,,533.6,,,,,,0.19,0.02,0.02,,22.28,,,,,,,,,,,,,336.6,40.4,40.4,,Putman2021ApJ...913...53P,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lgs_3,LGS 3,15.97916667,21.885,126.7624627,-40.893917,449.77,-403.16,40.1,0.023,0.01,0.01,0.005,0.0099,0.0099,Bennet2025ApJ...993..228B,-286.5,0.3,0.3,7.9,2.9,5.3,,-148.7,-73.97,McConnachie2012AJ....144....4M,605.34,13.78,14.1,23.91,0.05,0.05,609.06,291.99,274.26,291.99,,Savino2022ApJ...938..101S,-9.61,0.1,0.1,6.08,7.28,0.63,0.37,,5.37,,m_031,1,1,14.3,0.1,0.1,McConnachie2012AJ....144....4M,2.1,0.2,0.2,368.45,35.58,36.5,329.55,31.82,32.65,0.0,,,0.2,,,,26.55,,,,,,,,,,,,,2.73,0.14,0.14,,Putman2021ApJ...913...53P,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_0147,NGC 147,8.298333333,48.50777778,119.8158592,-14.2535533,678.75,-203.38,193.5,0.0232,0.0143,0.0143,0.0378,0.0146,0.0146,Sohn2020ApJ...901...43S,-193.1,0.8,0.8,16.0,1.0,1.0,,5.3,85.0,McConnachie2012AJ....144....4M,734.51,20.02,20.58,24.33,0.06,0.06,738.46,106.45,353.27,106.45,,Savino2022ApJ...938..101S,-14.83,0.1,0.1,8.17,8.09,0.06,0.05,,,4.9,m_031,1,1,9.5,0.1,0.1,McConnachie2012AJ....144....4M,3.17,,,677.31,,,520.25,,,25.0,3.0,3.0,0.41,0.02,0.02,,22.32,,,,,,,,,,,,,,,,0.62,Putman2021ApJ...913...53P,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_0185,NGC 185,9.741666667,48.33611111,120.7918562,-14.4838083,601.91,-180.97,160.24,0.0242,0.0141,0.0141,0.0058,0.0147,0.0147,Sohn2020ApJ...901...43S,-203.8,1.1,1.1,24.0,1.0,1.0,,-7.87,71.72,McConnachie2012AJ....144....4M,648.63,17.68,18.17,24.06,0.06,0.06,652.7,154.95,267.84,154.95,,Savino2022ApJ...938..101S,-14.86,0.1,0.1,8.18,8.37,0.05,0.04,,5.09,,m_031,1,1,9.2,0.1,0.1,McConnachie2012AJ....144....4M,2.55,,,481.13,,,443.58,,,35.0,3.0,3.0,0.15,0.1,0.1,,21.95,,,,,,,,,,,,,1.23,0.11,0.11,,Putman2021ApJ...913...53P,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aquarius_1,Aquarius,311.7158333,-12.84805556,34.0490904,-31.343219,-194.08,-600.14,758.23,-0.0179,0.0123,0.0123,-0.0477,0.0123,0.0123,Bennet2025ApJ...993..228B,-141.8,2.0,1.8,7.8,1.1,1.8,,-19.27,8.53,Kirby2017ApJ...834....9K,986.28,0.0,0.0,24.97,0.09,0.09,980.55,1105.17,972.85,,,Higgs2021MNRAS.503..176H,-10.47,0.1,0.1,6.42,7.26,0.18,0.15,,6.54,,,1,1,14.5,0.1,0.1,McConnachie2012AJ....144....4M,1.63,0.08,0.08,467.17,22.61,22.82,319.63,23.01,23.1,96.58,1.44,1.44,0.53,0.05,0.05,,25.62,,,,,,,1.63,0.06,0.06,0.61,0.05,0.05,15.14,1.11,1.11,,Putman2021ApJ...913...53P,Higgs2021MNRAS.503..176H,,Higgs2021MNRAS.503..176H,-1.44,0.08,0.08,spectroscopic,-1.44,0.08,0.08,0.34,0.06,0.07,,Kirby2017ApJ...834....9K,,,,,,,,,,,,,,,,
cetus_1,Cetus,6.5458333,-11.04444444,101.4548414,-72.854557,180.28,-731.52,50.35,0.0618,0.0106,0.0106,-0.073,0.01,0.01,Bennet2025ApJ...993..228B,-83.9,1.2,1.2,8.3,1.0,1.0,,-21.13,29.08,Kirby2014MNRAS.439.1015K,755.09,0.0,0.0,24.39,0.07,0.07,755.61,676.95,602.97,,,McConnachie2012AJ....144....4M,-11.19,0.2,0.2,6.71,7.56,0.11,0.1,,,3.91,,1,1,13.2,0.2,0.2,McConnachie2012AJ....144....4M,3.2,0.1,0.1,702.42,21.64,21.84,574.47,31.71,31.12,63.0,3.0,3.0,0.33,0.06,0.06,,26.18,1.3,0.1,0.1,32.0,6.5,6.5,,,,,,,,,,0.0608,Bennet2025ApJ...993..228B,McConnachie2012AJ....144....4M,McConnachie2006MNRAS.365.1263M,,-1.74,0.06,0.06,spectroscopic,-1.74,0.06,0.06,0.42,0.04,0.04,,Taibi2018A&A...618A.122T,,,,,,,,,,,,,,,,
ic_1613,IC 1613,16.1991667,2.117777778,129.7377976,-60.5773205,355.99,-638.22,-22.69,0.04,0.02,0.02,0.01,0.01,0.01,Battaglia2022A&A...657A..54B,-231.6,1.2,1.2,10.8,0.9,1.0,,-149.65,-88.3,Kirby2014MNRAS.439.1015K,731.14,0.0,0.0,24.32,0.05,0.05,733.73,510.67,497.04,,,Savino2022ApJ...938..101S,-15.12,0.1,0.1,8.28,8.19,0.08,0.08,,7.79,,,1,1,9.2,0.1,0.1,McConnachie2012AJ....144....4M,7.57,0.05,0.05,1609.77,10.48,10.57,1439.78,46.1,45.3,90.49,1.02,1.02,0.2,0.05,0.05,,24.24,,,,,,,7.57,0.05,0.05,0.43,0.02,0.02,484.0,52.1,52.1,,Putman2021ApJ...913...53P,Higgs2021MNRAS.503..176H,,Higgs2021MNRAS.503..176H,-1.19,0.01,0.01,spectroscopic,-1.19,0.01,0.01,0.37,,,,Kirby2013ApJ...779..102K,,,,,,,,,,,,,,,,
leo_a,Leo A,149.8604167,30.74638889,196.9036467,52.4226186,246.74,674.77,-347.28,-0.066,0.073,0.09,-0.044,0.087,0.087,Bennet2024ApJ...971...98B,26.2,0.9,1.0,9.0,0.6,0.8,,-18.71,-37.46,Kirby2017ApJ...834....9K,797.99,0.0,0.0,24.51,0.12,0.12,802.76,1194.67,938.81,,rrl,Dolphin2002AJ....123.3154D,-12.11,0.2,0.2,7.08,7.48,0.07,0.07,,7.04,,,1,1,12.4,0.2,0.2,McConnachie2012AJ....144....4M,2.3,0.09,0.09,533.46,20.58,20.77,405.75,23.5,23.48,116.4,6.11,6.11,0.42,0.05,0.05,,24.5,,,,,,,2.3,0.09,0.09,0.72,0.07,0.07,73.3,6.67,6.67,,Putman2021ApJ...913...53P,Higgs2021MNRAS.503..176H,,Higgs2021MNRAS.503..176H,-1.6,0.03,0.03,spectroscopic,-1.6,0.03,0.03,0.32,0.03,0.03,,Kirby2017ApJ...834....9K,,,,,,,,,,,,,,,,
leo_t,Leo T,143.7225,17.05138889,214.8524119,43.6609407,64.76,315.54,-258.55,-0.0259,0.0148,0.0148,-0.1286,0.0148,0.0148,Bennet2025ApJ...993..228B,37.1,1.1,1.1,6.05,0.86,1.07,,-66.72,-98.47,Geha2026ApJ...999..140G,413.05,0.0,0.0,23.08,0.08,0.08,417.92,981.66,645.34,,,Higgs2021MNRAS.503..176H,-7.98,0.5,0.5,5.43,6.71,0.16,0.15,,5.6,,,1,1,15.1,0.5,0.5,McConnachie2012AJ....144....4M,1.39,0.2,0.2,166.51,23.68,23.89,155.06,23.04,22.81,121.13,34.66,34.66,0.12,0.08,0.08,,26.54,,,,,,,1.39,0.2,0.2,0.86,0.36,0.036,9.9,1.0,1.0,,Adams2018A&A...612A..26A,Higgs2021MNRAS.503..176H,,Higgs2021MNRAS.503..176H,-1.74,0.04,0.04,spectroscopic,-1.74,0.04,0.04,0.54,,,,Kirby2013ApJ...779..102K,,,,,,,,,,,,,,,,
ngc_3109,NGC 3109,150.77875,-26.15972222,262.1018221,23.0701155,-681.51,614.6,-921.0,-0.04,0.03,0.03,-0.01,0.03,0.03,Battaglia2022A&A...657A..54B,403.0,2.0,2.0,,,,,180.6,109.57,McConnachie2012AJ....144....4M,1300.17,0.0,0.0,25.57,0.08,0.08,1301.22,1981.06,1629.97,,,McConnachie2012AJ....144....4M,-14.87,0.1,0.1,8.18,,,,,8.65,,,1,1,10.7,0.1,0.1,McConnachie2012AJ....144....4M,4.3,0.1,0.1,1625.49,37.26,37.61,689.27,24.81,24.78,92.0,1.0,1.0,0.82,0.01,0.01,,22.89,,,,,,,,,,,,,1130.2,73.3,73.3,,Putman2021ApJ...913...53P,McConnachie2012AJ....144....4M,,,-1.84,0.2,0.2,isochrone,,,,,,,,,-1.84,0.2,0.2,McConnachie2006MNRAS.365.1263M,,,,,,,,,,,,
ngc_6822,NGC 6822,296.2358333,-14.78916667,25.3512537,-18.3892119,-202.84,-233.99,478.74,-0.06,0.01,0.01,-0.07,0.01,0.01,Battaglia2022A&A...657A..54B,-54.5,1.7,1.7,23.2,1.2,1.2,,53.9,66.21,Kirby2014MNRAS.439.1015K,570.16,0.0,0.0,23.78,0.05,0.05,563.21,950.89,681.16,,,Higgs2021MNRAS.503..176H,-15.68,0.2,0.2,8.51,8.92,0.06,0.06,,8.3,,,1,1,8.1,0.2,0.2,McConnachie2012AJ....144....4M,11.95,0.07,0.07,1981.72,11.44,11.54,1673.36,180.37,156.97,66.88,14.93,14.93,0.28,0.15,0.15,,24.01,,,,,,,11.95,0.07,0.07,0.73,0.02,0.02,2619.0,201.5,201.5,,Putman2021ApJ...913...53P,Higgs2021MNRAS.503..176H,,Higgs2021MNRAS.503..176H,-1.05,0.01,0.01,spectroscopic,-1.05,0.01,0.01,0.49,,,,Kirby2013ApJ...779..102K,,,,,,,,,,,,,,,,
pegasus_dirr,Pegasus dIrr,352.15125,14.74305556,94.7769,-43.554142,473.32,-655.47,365.2,0.0268,0.0098,0.0098,0.0085,0.0098,0.0098,Bennet2025ApJ...993..228B,-179.5,1.5,1.5,12.3,1.1,1.2,,-8.27,64.03,Kirby2014MNRAS.439.1015K,887.16,0.0,0.0,24.74,0.05,0.05,887.68,457.35,589.48,,,Savino2022ApJ...938..101S,-12.14,0.2,0.2,7.09,7.96,0.09,0.08,,6.74,,,1,1,12.6,0.2,0.2,McConnachie2012AJ....144....4M,3.81,0.05,0.05,982.95,12.71,12.83,651.91,38.46,37.14,126.3,0.34,0.34,0.56,0.05,0.05,,25.5,,,,,,,3.81,0.05,0.05,0.77,0.03,0.03,29.59,2.01,2.01,,Putman2021ApJ...913...53P,Higgs2021MNRAS.503..176H,,Higgs2021MNRAS.503..176H,-1.39,0.01,0.01,spectroscopic,-1.39,0.01,0.01,0.56,,,,Kirby2013ApJ...779..102K,,,,,,,,,,,,,,,,
phoenix_1,Phoenix,27.775,-44.445,272.1615227,-68.9497052,-103.57,-368.14,-145.73,0.142,0.028,0.028,-0.04,0.032,0.032,Bennet2024ApJ...971...98B,-21.2,1.0,1.0,9.3,0.7,0.7,,-116.44,-113.84,Kacharov2017MNRAS.466.2006K,409.26,0.0,0.0,23.06,0.12,0.21,409.23,858.83,549.44,,,Battaglia2012MNRAS.424.1113B,-9.87,0.4,0.4,6.18,7.29,0.07,0.06,,5.07,,,1,1,13.19,0.4,0.4,vandeRydt1991AJ....102..130V,2.43,0.02,0.02,289.24,2.35,2.37,241.99,5.58,5.51,8.0,4.0,4.0,0.3,0.03,0.03,,25.62,1.79,0.04,0.04,10.56,0.15,0.15,1.82,0.06,0.06,0.83,0.03,0.03,2.95,0.1,0.1,,Young2007ApJ...659..331Y,Battaglia2012MNRAS.424.1113B,Battaglia2012MNRAS.424.1113B,Battaglia2012MNRAS.424.1113B,-1.49,0.04,0.04,spectroscopic,-1.49,0.04,0.04,0.51,0.04,0.04,,Kacharov2017MNRAS.466.2006K,,,,,,,,,,,,,,,,
sagittarius_dirr,Sagittarius dIrr,292.4958333,-17.68083333,21.0533675,-16.2859002,-509.26,-446.91,986.46,0.0433,0.0166,0.0166,0.0465,0.0191,0.0191,Bennet2024ApJ...971...98B,-78.4,1.6,1.6,9.4,1.1,1.5,,15.66,21.55,Kirby2017ApJ...834....9K,1196.74,0.0,0.0,25.39,0.08,0.08,1189.47,1461.01,1277.78,,,Higgs2021MNRAS.503..176H,-11.79,0.2,0.2,6.95,7.31,0.17,0.15,,7.04,,,1,1,13.6,0.2,0.2,McConnachie2012AJ....144....4M,1.13,0.1,0.1,392.65,34.3,34.62,258.43,60.75,55.45,86.91,3.44,3.44,0.56,0.18,0.18,,23.84,,,,,,,1.43,0.08,0.08,0.75,0.07,0.07,32.81,5.59,5.59,,Putman2021ApJ...913...53P,Higgs2021MNRAS.503..176H,,Higgs2021MNRAS.503..176H,-1.85,0.07,0.07,spectroscopic,-1.85,0.07,0.07,0.43,0.05,0.06,,Kirby2017ApJ...834....9K,-2.1,0.5,0.5,McConnachie2006MNRAS.365.1263M,,,,,,,,,,,,
sextans_a,Sextans A,152.7533333,-4.692777778,246.1481946,39.8755465,-347.35,1008.43,-916.18,-0.15,0.04,0.05,-0.03,0.05,0.04,Battaglia2022A&A...657A..54B,324.0,2.0,2.0,,,,,152.6,94.03,Koribalski2004AJ....128...16K,1406.05,0.0,0.0,25.74,0.058,0.058,1408.59,1996.79,1682.67,,,Yan2025ApJ...986...54Y,-14.24,0.1,0.1,7.93,,,,,7.87,,,1,1,11.5,0.1,0.1,McConnachie2012AJ....144....4M,2.47,,,1010.24,,,920.37,,,0.0,1.0,1.0,0.17,0.02,0.02,,24.15,,,,,,,,,,,,,159.37,12.42,12.42,,Putman2021ApJ...913...53P,McConnachie2012AJ....144....4M,,,-1.85,,,isochrone,,,,,,,,,-1.85,,,McConnachie2006MNRAS.365.1263M,,,,,,,,,,,,
sextans_b,Sextans B,150.0004167,5.332222222,233.2000758,43.783781,-102.17,1068.27,-888.4,-0.29,0.16,0.16,-0.28,0.17,0.17,Battaglia2022A&A...657A..54B,304.0,1.0,1.0,,,,,161.82,113.9,Hoffman1996ApJS..105..269H,1393.16,0.0,0.0,25.72,0.056,0.056,1396.69,1907.45,1624.48,,,Dalcanton2009ApJS..183...67D,-14.42,0.2,0.2,8.0,,,,,7.69,,,1,1,11.3,0.2,0.2,McConnachie2012AJ....144....4M,1.06,0.1,0.1,428.73,39.93,40.3,355.98,33.93,34.54,110.0,2.0,2.0,0.31,0.03,0.03,,21.91,,,,,,,,,,,,,106.5,2.09,2.09,,Putman2021ApJ...913...53P,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tucana_1,Tucana,340.4566667,-64.41944444,322.9082681,-47.3693638,-598.04,-655.13,-14.22,0.0135,0.0074,0.0074,-0.0224,0.0074,0.0074,Bennet2025ApJ...993..228B,180.0,1.3,1.3,6.2,1.3,1.6,,80.93,58.72,Taibi2020A&A...635A.152T,887.16,0.0,0.0,24.74,0.12,0.12,882.79,1350.09,1074.35,,,McConnachie2012AJ....144....4M,-9.54,0.2,0.2,6.05,6.85,0.24,0.21,,,4.93,,1,1,15.2,0.2,0.2,McConnachie2012AJ....144....4M,1.1,0.2,0.2,282.8,50.85,51.32,203.62,36.9,37.83,97.0,2.0,2.0,0.48,0.03,0.03,,25.57,,,,,,,,,,,,,,,,0.46,Putman2021ApJ...913...53P,McConnachie2012AJ....144....4M,,,-1.58,,,spectroscopic,-1.58,,,0.39,,,,Taibi2020A&A...635A.152T,,,,,-1.55,0.04,0.04,0.54,0.03,0.03,,Fu2024ApJ...965...36F,,,,
ugc_04879,UGC 4879,139.0091667,52.84,164.665239,42.8843178,793.74,869.59,-315.79,0.0,0.11,0.11,-0.04,0.09,0.09,Battaglia2022A&A...657A..54B,-29.2,1.6,1.6,9.6,1.2,1.3,,14.57,28.46,Kirby2014MNRAS.439.1015K,1218.99,0.0,0.0,25.43,0.06,0.06,1224.74,1275.38,1185.59,,,Higgs2021MNRAS.503..176H,-12.23,0.2,0.2,7.13,7.41,0.13,0.12,,5.88,,,1,1,13.2,0.2,0.2,McConnachie2012AJ....144....4M,1.13,0.1,0.1,399.95,34.94,35.26,301.47,30.84,30.86,81.19,6.47,6.47,0.43,0.06,0.06,,23.74,,,,,,,1.13,0.1,0.1,1.28,0.17,0.17,2.18,0.092,0.092,,Putman2021ApJ...913...53P,Higgs2021MNRAS.503..176H,,Higgs2021MNRAS.503..176H,-1.43,0.02,0.02,spectroscopic,-1.43,0.02,0.02,0.52,,,,Kirby2013ApJ...779..102K,,,,,,,,,,,,,,,,
wlm,WLM,0.4925,-15.46083333,75.8636863,-73.6243517,133.08,-970.54,139.18,0.09,0.03,0.03,-0.07,0.02,0.02,Battaglia2022A&A...657A..54B,-130.0,1.0,1.0,17.5,2.0,2.0,,-69.43,-23.92,Leaman2012ApJ...750...33L,989.46,0.0,0.0,24.977,0.059,0.059,988.94,869.7,846.8,,,Yan2025ApJ...986...54Y,-14.38,0.1,0.1,7.98,8.36,0.11,0.1,,7.84,,,1,1,10.6,0.1,0.1,McConnachie2012AJ....144....4M,4.1,0.13,0.13,1179.3,36.87,37.21,799.13,58.9,56.68,177.02,0.5,0.5,0.54,0.06,0.06,,23.71,,,,,,,4.1,0.13,0.13,0.77,0.04,0.04,297.4,24.38,24.38,,Putman2021ApJ...913...53P,Higgs2021MNRAS.503..176H,,Higgs2021MNRAS.503..176H,-1.28,0.02,0.02,spectroscopic,-1.28,0.02,0.02,0.38,0.04,0.04,,Leaman2013ApJ...767..131L,,,,,,,,,,,,,,,,
